Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice,,,,,,,,
2334,<20,<20,221,<20,102,<20,55,<20,<20,129,244,249,203,24,92,<20,55,<20,501,<20,<20,<20,<20,<20,<20,29,<20,,,,,,,,
2335,<20,<20,420,<20,141,<20,51,54,<20,189,335,350,252,31,122,20,77,<20,785,<20,<20,<20,<20,<20,<20,29,23,,,,,,,,
2336,<20,<20,257,<20,64,<20,24,31,<20,72,137,144,113,<20,66,<20,32,<20,418,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2337,<20,<20,869,<20,135,<20,60,129,<20,210,427,418,329,30,159,<20,83,<20,"1,288",<20,<20,<20,<20,<20,<20,33,<20,,,,,,,,
2338,<20,<20,241,<20,40,<20,<20,27,<20,58,92,81,75,<20,44,<20,23,<20,356,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2339,<20,<20,80,<20,20,<20,<20,<20,<20,30,54,46,60,<20,34,<20,<20,<20,133,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2340,51,294,"5,769",38,"1,370",48,586,561,<20,"2,095","4,237","3,510","3,374",324,"1,845",223,"1,090",<20,"10,206",<20,<20,<20,<20,42,<20,431,189,,,,,,,,
2341,<20,<20,325,<20,97,<20,36,<20,<20,156,150,148,160,<20,117,<20,47,<20,601,<20,<20,<20,<20,<20,<20,22,<20,,,,,,,,
2342,<20,<20,60,<20,<20,<20,<20,<20,<20,<20,37,31,32,<20,23,<20,<20,<20,91,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2343,<20,28,682,<20,148,<20,77,98,<20,219,396,335,327,35,178,<20,95,<20,"1,144",<20,<20,<20,<20,<20,<20,46,<20,,,,,,,,
2344,<20,<20,75,<20,<20,<20,<20,<20,<20,<20,32,25,29,<20,<20,<20,<20,<20,100,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2345,<20,<20,88,<20,<20,<20,<20,<20,<20,20,67,47,34,<20,<20,<20,<20,<20,140,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2346,<20,20,589,<20,163,<20,79,37,<20,253,277,243,258,35,161,<20,67,<20,"1,059",<20,<20,<20,<20,<20,<20,24,<20,,,,,,,,
2347,<20,<20,455,<20,84,<20,37,39,<20,154,145,114,149,21,74,<20,23,<20,699,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2348,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2350,89,125,"2,471",110,552,25,248,479,<20,"1,081","1,864","1,509","2,295",825,845,130,390,<20,"4,522",<20,<20,<20,<20,<20,<20,238,"1,046",,,,,,,,
2351,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,185,181,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,313,,,,,,,,
2352,<20,<20,371,<20,93,<20,23,26,<20,116,242,193,172,<20,93,<20,48,<20,615,<20,<20,<20,<20,<20,<20,24,<20,,,,,,,,
2353,<20,<20,154,<20,22,<20,<20,<20,<20,38,81,54,53,<20,38,<20,<20,<20,235,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2354,<20,<20,440,<20,73,<20,35,120,<20,147,284,209,225,39,111,20,37,<20,709,<20,<20,<20,<20,<20,<20,21,<20,,,,,,,,
2355,<20,<20,102,<20,24,<20,<20,<20,<20,36,52,37,54,<20,35,<20,<20,<20,170,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2356,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,64,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2357,<20,27,711,<20,159,<20,82,71,<20,292,346,280,300,31,182,23,68,<20,"1,222",<20,<20,<20,<20,<20,<20,37,<20,,,,,,,,
2358,<20,<20,568,<20,121,<20,55,67,<20,214,347,251,294,54,131,23,57,<20,937,<20,<20,<20,<20,<20,<20,24,36,,,,,,,,
2359,<20,<20,110,<20,39,<20,<20,<20,<20,69,84,68,72,<20,37,<20,<20,<20,221,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2360,<20,79,"2,194",<20,507,22,212,216,<20,897,"1,431","1,144","1,142",108,592,102,336,<20,"3,869",<20,<20,<20,<20,20,<20,174,43,,,,,,,,
2361,<20,<20,151,<20,60,<20,39,24,<20,73,99,83,104,<20,57,<20,<20,<20,304,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2365,<20,<20,451,<20,100,<20,40,92,<20,173,323,234,265,34,145,28,53,<20,768,<20,<20,<20,<20,<20,<20,26,<20,,,,,,,,
2369,<20,25,153,<20,58,<20,35,<20,<20,134,123,110,119,<20,69,<20,31,<20,375,<20,<20,<20,<20,<20,<20,20,<20,,,,,,,,
2370,<20,<20,"1,288",<20,260,<20,121,166,<20,580,692,553,663,68,393,62,150,<20,"2,284",<20,<20,<20,<20,<20,<20,112,26,,,,,,,,
2371,<20,<20,246,<20,56,<20,37,24,<20,133,77,58,100,<20,71,<20,<20,<20,451,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2372,<20,<20,882,<20,155,<20,74,98,<20,286,393,322,372,63,208,34,79,<20,"1,402",<20,<20,<20,<20,<20,<20,33,<20,,,,,,,,
2379,<20,<20,26,<20,<20,<20,<20,<20,<20,<20,25,20,25,<20,<20,<20,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2380,<20,65,"1,396",<20,248,<20,98,131,<20,447,802,731,696,71,408,43,198,<20,"2,294",<20,<20,<20,<20,<20,<20,110,<20,,,,,,,,
2381,<20,<20,141,<20,40,<20,26,<20,<20,80,105,94,117,<20,74,<20,24,<20,290,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2382,<20,<20,202,<20,49,<20,<20,21,<20,55,120,122,110,<20,57,<20,26,<20,323,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2386,<20,<20,31,<20,<20,<20,<20,<20,<20,<20,27,21,<20,<20,<20,<20,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2387,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2388,<20,22,295,<20,64,<20,29,23,<20,121,260,217,219,<20,136,<20,76,<20,564,<20,<20,<20,<20,<20,<20,30,<20,,,,,,,,
2390,<20,35,985,<20,217,<20,85,104,<20,370,647,532,536,65,325,46,163,<20,"1,731",<20,<20,<20,<20,<20,<20,84,<20,,,,,,,,
2395,<20,<20,149,<20,42,<20,22,<20,<20,80,69,57,85,<20,45,<20,<20,<20,281,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2396,<20,<20,190,<20,44,<20,24,<20,<20,60,78,62,76,<20,42,<20,22,<20,311,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2397,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,33,28,28,<20,<20,<20,<20,<20,44,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2398,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2399,<20,<20,65,<20,<20,<20,<20,<20,<20,35,49,39,35,<20,<20,<20,<20,<20,123,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2400,52,132,856,<20,276,<20,133,139,<20,554,957,840,838,63,495,39,330,<20,"2,024",<20,<20,<20,<20,<20,<20,142,23,,,,,,,,
2401,<20,<20,39,<20,<20,<20,<20,<20,<20,<20,27,23,<20,<20,<20,<20,<20,<20,67,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2402,<20,<20,306,<20,91,<20,46,27,<20,146,150,126,117,<20,62,<20,30,<20,556,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2403,<20,<20,92,<20,21,<20,<20,21,<20,51,72,57,56,<20,25,<20,<20,<20,187,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2404,<20,<20,490,<20,86,<20,36,31,<20,131,119,103,106,23,60,<20,23,<20,714,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2405,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,46,32,20,<20,<20,<20,<20,<20,53,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2406,<20,<20,70,<20,27,<20,<20,<20,<20,36,95,87,68,<20,47,<20,33,<20,168,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2408,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,36,31,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2409,<20,42,60,<20,43,<20,36,<20,<20,97,137,125,149,<20,102,<20,56,<20,265,<20,<20,<20,<20,<20,<20,23,<20,,,,,,,,
2410,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,51,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2411,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2415,<20,<20,37,<20,<20,<20,<20,<20,<20,<20,26,22,20,<20,<20,<20,<20,<20,66,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2420,<20,<20,632,<20,157,<20,67,92,<20,243,311,270,263,44,146,<20,55,<20,"1,064",<20,<20,<20,<20,<20,<20,23,<20,,,,,,,,
2421,<20,<20,147,<20,34,<20,<20,41,<20,44,90,75,98,42,26,<20,<20,<20,226,<20,<20,<20,<20,<20,<20,<20,35,,,,,,,,
2422,<20,20,"1,008",<20,188,<20,95,172,<20,319,397,332,377,58,231,28,55,<20,"1,574",<20,<20,<20,<20,<20,<20,43,<20,,,,,,,,
2423,<20,<20,502,<20,144,<20,87,67,<20,239,240,196,208,28,139,21,45,<20,947,<20,<20,<20,<20,<20,<20,21,<20,,,,,,,,
2424,<20,<20,59,<20,22,<20,<20,<20,<20,46,48,45,59,<20,38,<20,<20,<20,142,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2425,<20,<20,257,<20,63,<20,33,41,<20,98,121,106,94,<20,60,<20,20,<20,442,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2426,<20,<20,106,<20,28,<20,<20,<20,<20,60,61,49,74,<20,43,<20,<20,<20,213,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2427,<20,<20,897,<20,192,<20,98,42,<20,236,171,143,212,35,138,20,37,<20,"1,333",<20,<20,<20,<20,<20,<20,24,<20,,,,,,,,
2428,<20,73,"6,047",31,"1,309",<20,578,493,<20,"1,675","1,769","1,473","1,763",220,"1,196",120,391,25,"9,229",<20,<20,<20,21,43,<20,212,68,,,,,,,,
2429,<20,<20,"1,601",<20,439,<20,218,147,<20,660,871,702,816,92,504,66,158,<20,"2,872",<20,<20,<20,<20,<20,<20,95,33,,,,,,,,
2430,26,151,"6,289",29,"1,756",33,841,444,<20,"2,663","3,132","2,621","2,945",341,"1,809",239,676,33,"11,284",<20,<20,25,33,54,<20,425,162,,,,,,,,
2431,<20,<20,"1,210",<20,325,<20,157,98,<20,395,364,306,309,65,177,23,67,<20,"1,913",<20,<20,<20,<20,<20,<20,33,<20,,,,,,,,
2439,<20,<20,356,<20,78,<20,42,47,<20,130,180,145,155,20,96,<20,35,<20,609,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2440,75,193,"3,188",26,"1,224",25,653,232,<20,"2,155","2,285","1,950","2,028",215,"1,200",140,635,22,"7,195",<20,<20,<20,22,37,<20,266,90,,,,,,,,
2441,<20,<20,538,<20,226,<20,136,34,<20,338,394,336,428,57,236,44,59,<20,"1,176",<20,<20,<20,<20,<20,<20,33,23,,,,,,,,
2442,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2443,<20,<20,"2,772",<20,515,<20,227,182,<20,646,606,491,602,92,413,42,127,<20,"3,973",<20,<20,<20,<20,<20,<20,66,29,,,,,,,,
2444,22,91,"8,768",84,"1,780",36,654,835,<20,"2,335","3,525","2,891","3,255",429,"1,812",243,608,22,"13,102",<20,<20,<20,24,55,<20,353,278,,,,,,,,
2445,<20,<20,"1,118",<20,266,<20,111,89,<20,233,483,378,420,59,219,25,61,<20,"1,633",<20,<20,<20,<20,<20,<20,26,31,,,,,,,,
2446,<20,37,"2,048",<20,568,<20,268,197,<20,723,"1,226",978,"1,022",130,517,93,211,<20,"3,480",<20,<20,<20,<20,24,<20,100,66,,,,,,,,
2447,<20,20,"1,243",<20,324,<20,167,133,<20,522,657,515,587,85,367,49,137,<20,"2,249",<20,<20,<20,<20,<20,<20,57,21,,,,,,,,
2448,<20,56,"2,198",<20,486,<20,246,123,<20,764,769,645,799,98,534,64,203,<20,"3,692",<20,<20,<20,<20,27,<20,104,31,,,,,,,,
2449,<20,22,324,<20,164,<20,104,26,<20,267,263,234,277,<20,180,22,68,<20,840,<20,<20,<20,<20,<20,<20,35,<20,,,,,,,,
2450,32,75,"5,839",109,"1,414",41,661,595,<20,"2,547","3,830","3,121","3,411",512,"2,027",283,747,22,"10,819",23,<20,22,26,58,<20,399,367,,,,,,,,
2452,<20,44,"2,381",38,603,28,268,126,<20,835,"1,517","1,259","1,168",176,679,92,314,<20,"4,233",<20,<20,<20,<20,20,<20,148,99,,,,,,,,
2453,<20,<20,425,<20,79,<20,34,90,<20,185,233,198,222,23,156,22,32,<20,751,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2454,<20,<20,935,40,183,<20,92,108,<20,392,842,701,730,111,440,91,148,<20,"1,768",<20,<20,<20,<20,<20,<20,60,39,,,,,,,,
2455,<20,<20,704,<20,139,<20,69,50,<20,226,234,189,214,37,122,<20,40,<20,"1,115",<20,<20,<20,<20,<20,<20,22,<20,,,,,,,,
2456,<20,21,"2,048",27,528,<20,251,117,<20,779,"1,319","1,066","1,062",143,681,99,239,<20,"3,721",<20,<20,<20,<20,30,<20,98,70,,,,,,,,
2460,38,96,"4,471",35,"1,378",36,704,362,<20,"2,317","2,854","2,395","2,527",310,"1,524",195,654,23,"8,901",20,<20,21,34,46,<20,390,121,,,,,,,,
2462,<20,<20,420,<20,117,<20,70,46,<20,216,215,171,213,44,137,<20,32,<20,819,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2463,<20,33,"1,473",<20,357,<20,177,125,<20,524,633,514,639,68,402,62,94,<20,"2,431",<20,<20,<20,<20,<20,<20,60,21,,,,,,,,
2464,<20,<20,"1,619",<20,323,<20,134,163,<20,439,522,417,490,67,319,41,112,<20,"2,459",<20,<20,<20,<20,<20,<20,64,23,,,,,,,,
2465,<20,<20,49,<20,<20,<20,<20,<20,<20,23,37,27,34,<20,22,<20,<20,<20,102,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2466,<20,<20,523,<20,120,<20,56,34,<20,173,126,101,141,<20,94,<20,33,<20,831,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2469,<20,23,638,<20,234,<20,152,56,<20,516,407,343,447,48,354,34,78,<20,"1,542",<20,<20,<20,<20,<20,<20,41,<20,,,,,,,,
2470,<20,91,"2,365",20,725,38,336,184,<20,"1,148","1,555","1,242","1,350",186,720,115,346,<20,"4,566",<20,<20,<20,25,<20,<20,172,67,,,,,,,,
2471,<20,<20,309,<20,123,<20,74,28,<20,183,266,210,272,<20,131,27,48,<20,660,<20,<20,<20,<20,<20,<20,35,<20,,,,,,,,
2472,<20,<20,266,<20,74,<20,41,39,<20,161,198,157,191,25,105,22,31,<20,536,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2473,<20,<20,656,<20,135,<20,51,43,<20,240,217,190,213,32,146,<20,41,<20,"1,057",<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2474,<20,<20,936,<20,218,<20,126,106,<20,515,607,482,590,67,400,53,104,<20,"1,861",<20,<20,<20,<20,<20,<20,59,<20,,,,,,,,
2475,<20,<20,65,<20,25,<20,<20,<20,<20,45,46,44,33,<20,29,<20,<20,<20,156,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2476,<20,<20,120,<20,24,<20,<20,27,<20,59,67,57,83,<20,62,<20,<20,<20,231,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2477,<20,20,"1,874",34,350,<20,142,246,<20,536,995,801,789,129,394,60,141,<20,"2,865",<20,<20,<20,<20,<20,<20,57,75,,,,,,,,
2478,<20,43,"4,301",90,910,41,411,554,<20,"1,509","2,218","1,788","2,097",318,"1,111",128,387,<20,"7,102",<20,<20,<20,<20,31,<20,225,179,,,,,,,,
2479,<20,<20,360,34,77,<20,37,95,<20,170,410,330,381,65,214,33,47,<20,703,<20,<20,<20,<20,<20,<20,20,28,,,,,,,,
2480,54,110,"5,132",293,"1,312",74,570,616,<20,"3,246","4,377","3,590","4,311",849,"2,426",338,867,20,"10,913",<20,<20,<20,26,80,<20,413,726,,,,,,,,
2481,<20,<20,815,123,170,<20,85,185,<20,735,894,727,"1,237",227,886,70,148,<20,"2,096",<20,<20,<20,<20,25,<20,67,150,,,,,,,,
2482,<20,<20,708,52,153,<20,81,91,<20,524,771,660,860,96,555,102,115,<20,"1,661",<20,<20,<20,<20,36,<20,49,34,,,,,,,,
2483,<20,<20,"1,199",48,297,<20,139,144,<20,721,"1,109",918,"1,113",129,765,92,177,<20,"2,576",<20,<20,<20,<20,30,<20,102,48,,,,,,,,
2484,<20,26,"2,397",56,600,<20,262,241,<20,"1,434","1,791","1,474","1,764",234,"1,064",149,338,<20,"4,774",<20,<20,<20,<20,39,<20,159,127,,,,,,,,
2485,<20,27,"3,163",43,648,<20,283,266,<20,"1,027","1,017",884,"1,098",158,720,67,259,<20,"5,066",<20,<20,<20,<20,27,<20,129,143,,,,,,,,
2486,29,42,"6,326",60,"1,428",28,513,493,<20,"1,603","2,423","1,946","2,095",344,"1,106",157,396,<20,"9,359",<20,<20,23,25,56,<20,231,232,,,,,,,,
2487,<20,28,"1,915",22,379,<20,159,162,<20,599,851,711,682,101,429,53,141,<20,"3,001",<20,<20,<20,<20,<20,<20,56,81,,,,,,,,
2488,<20,<20,320,<20,94,<20,50,22,<20,174,359,305,316,52,195,<20,80,<20,718,<20,<20,<20,<20,<20,<20,32,30,,,,,,,,
2489,<20,<20,"1,168",20,257,<20,98,71,<20,293,666,560,457,77,218,40,108,<20,"1,768",<20,<20,<20,<20,<20,<20,33,37,,,,,,,,
2490,<20,<20,68,<20,<20,<20,<20,<20,<20,35,60,54,63,<20,38,<20,<20,<20,135,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2500,45,<20,"4,195",222,977,<20,379,674,<20,"1,786","1,901","1,747","3,194","1,198","1,488",165,309,<20,"7,147",<20,<20,<20,<20,39,<20,252,"1,709",,,,,,,,
2502,<20,<20,"2,325",30,775,<20,356,74,<20,"1,075","1,169","1,105","1,203",196,742,132,280,<20,"4,347",<20,<20,<20,<20,22,<20,112,144,,,,,,,,
2505,<20,<20,926,<20,287,<20,113,23,<20,370,384,363,424,70,306,23,99,<20,"1,645",<20,<20,<20,<20,<20,<20,47,50,,,,,,,,
2506,<20,23,"1,140",<20,385,<20,189,<20,<20,624,712,618,636,102,383,58,204,<20,"2,308",<20,<20,<20,<20,<20,<20,71,85,,,,,,,,
2508,<20,<20,587,<20,146,<20,40,76,<20,120,463,406,317,77,116,<20,52,<20,843,<20,<20,<20,<20,<20,<20,<20,48,,,,,,,,
2515,<20,<20,"1,062",37,184,<20,75,171,<20,232,459,412,460,148,220,20,65,<20,"1,502",<20,<20,<20,<20,<20,<20,<20,110,,,,,,,,
2516,<20,<20,572,<20,147,<20,57,60,<20,220,295,278,253,54,136,<20,50,<20,963,<20,<20,<20,<20,<20,<20,20,44,,,,,,,,
2517,<20,<20,"1,908",<20,432,<20,169,144,<20,555,727,675,637,154,330,24,111,<20,"2,895",<20,<20,<20,<20,<20,<20,42,123,,,,,,,,
2518,<20,38,"2,971",38,764,<20,317,177,<20,"1,283","1,342","1,224","1,326",259,785,72,265,<20,"5,196",<20,<20,<20,<20,29,<20,140,231,,,,,,,,
2519,<20,<20,"2,381",36,577,<20,222,278,<20,743,913,835,"1,018",314,492,47,143,<20,"3,693",<20,<20,<20,<20,<20,<20,68,413,,,,,,,,
2520,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2522,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,23,23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,37,,,,,,,,
2525,<20,<20,"1,511",21,334,<20,112,206,<20,296,570,519,510,131,242,29,86,<20,"2,115",<20,<20,<20,<20,<20,<20,30,104,,,,,,,,
2526,<20,<20,"1,848",26,506,21,212,142,<20,695,964,864,849,172,418,60,162,<20,"3,114",<20,<20,<20,<20,22,<20,71,153,,,,,,,,
2527,<20,26,"2,212",21,698,25,252,93,<20,920,"1,783","1,584","1,161",188,538,86,341,<20,"4,050",<20,<20,<20,<20,33,<20,128,157,,,,,,,,
2528,26,74,"4,364",42,"1,286",27,599,147,<20,"1,808","2,046","1,847","1,765",266,"1,065",122,494,26,"7,818",<20,<20,<20,<20,41,<20,227,199,,,,,,,,
2529,<20,22,"2,755",30,837,27,296,175,<20,872,"1,662","1,495","1,265",238,581,74,292,<20,"4,525",<20,<20,<20,<20,34,<20,135,156,,,,,,,,
2530,<20,34,"4,399",35,"1,128",55,431,226,<20,"1,423","2,422","2,151","1,876",343,938,138,461,30,"7,212",<20,<20,<20,<20,45,<20,195,237,,,,,,,,
2533,<20,<20,"2,238",21,325,<20,106,419,<20,396,755,668,667,160,295,31,97,<20,"2,971",<20,<20,<20,<20,<20,<20,47,102,,,,,,,,
2534,<20,<20,746,<20,113,<20,32,143,<20,101,300,249,234,53,77,<20,40,<20,955,<20,<20,<20,<20,<20,<20,<20,53,,,,,,,,
2535,<20,<20,"1,551",<20,214,<20,76,254,<20,236,350,309,255,61,136,<20,53,<20,"1,997",<20,<20,<20,<20,<20,<20,<20,26,,,,,,,,
2536,<20,47,"3,517",23,697,<20,313,398,<20,"1,178","1,471","1,212","1,310",122,785,124,314,<20,"5,683",<20,<20,<20,21,34,<20,185,47,,,,,,,,
2537,<20,<20,"2,246",22,417,<20,176,255,<20,745,909,726,701,106,426,58,156,<20,"3,562",<20,<20,<20,<20,27,<20,89,43,,,,,,,,
2538,<20,<20,411,<20,59,<20,28,64,<20,93,185,145,155,<20,81,<20,24,<20,593,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2539,<20,28,"3,743",<20,748,<20,335,338,<20,"1,128","1,424","1,122","1,268",190,766,108,207,<20,"5,756",<20,<20,<20,<20,25,<20,107,83,,,,,,,,
2540,23,93,"8,106",52,"1,943",40,926,633,<20,"2,335","3,441","2,838","2,986",430,"1,653",212,636,42,"12,730",20,<20,<20,26,78,<20,320,216,,,,,,,,
2541,28,122,"3,851",43,"1,098",33,519,231,<20,"2,135","2,392","2,084","2,156",235,"1,269",150,589,<20,"7,642",<20,<20,<20,25,36,<20,313,154,,,,,,,,
2545,<20,<20,170,<20,37,<20,21,23,<20,84,81,67,79,<20,56,<20,<20,<20,335,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2546,<20,30,"2,044",<20,365,<20,175,237,<20,721,652,518,645,140,417,60,107,<20,"3,237",<20,<20,<20,<20,22,<20,47,32,,,,,,,,
2548,<20,<20,"1,661",<20,216,<20,79,210,<20,366,443,359,369,60,219,31,68,<20,"2,295",<20,<20,<20,<20,<20,<20,42,31,,,,,,,,
2549,<20,<20,603,<20,89,<20,34,71,<20,186,294,203,178,<20,112,20,45,<20,923,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2550,<20,31,"2,211",22,447,<20,185,249,<20,"1,003","1,367","1,062","1,111",163,609,101,197,<20,"3,872",<20,<20,<20,<20,25,<20,104,81,,,,,,,,
2551,<20,<20,651,<20,101,<20,53,66,<20,288,294,255,266,28,175,20,74,<20,"1,134",<20,<20,<20,<20,<20,<20,42,<20,,,,,,,,
2555,<20,<20,55,<20,24,<20,<20,<20,<20,38,58,54,45,<20,24,<20,<20,<20,136,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2556,<20,<20,190,<20,92,<20,42,39,<20,62,192,151,128,20,60,<20,33,<20,356,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2557,<20,<20,425,<20,173,<20,70,70,<20,134,373,315,278,56,110,27,50,<20,721,<20,<20,<20,<20,<20,<20,<20,39,,,,,,,,
2558,<20,<20,678,21,414,28,181,<20,<20,374,"1,051",884,807,127,366,48,203,<20,"1,624",<20,<20,<20,<20,<20,<20,65,136,,,,,,,,
2559,<20,<20,132,<20,204,<20,132,<20,<20,258,611,592,501,45,284,50,236,<20,923,<20,<20,<20,<20,<20,<20,56,43,,,,,,,,
2560,43,156,"6,650",159,"3,211",171,"1,460",304,<20,"3,532","7,166","6,373","5,942",868,"2,852",443,"1,645",30,"14,620",21,22,40,21,123,<20,549,845,,,,,,,,
2563,<20,<20,31,<20,<20,<20,<20,<20,<20,<20,24,20,<20,<20,<20,<20,<20,<20,57,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2564,<20,32,"1,237",38,740,28,419,57,<20,825,"1,655","1,471","1,418",221,693,140,331,<20,"3,150",<20,<20,<20,<20,21,<20,120,192,,,,,,,,
2565,<20,<20,"1,481",49,550,36,262,113,<20,540,"1,616","1,374","1,401",374,543,121,265,<20,"2,814",<20,<20,<20,<20,33,<20,82,199,,,,,,,,
2566,<20,20,"1,632",52,991,55,478,68,<20,949,"2,523","2,173","2,062",299,828,214,418,<20,"3,869",<20,<20,<20,<20,45,<20,152,257,,,,,,,,
2567,<20,28,"1,901",36,"1,096",119,299,110,<20,661,"2,602","2,275","1,778",243,564,78,398,<20,"3,523",<20,<20,<20,<20,27,<20,121,276,,,,,,,,
2568,<20,<20,168,<20,21,<20,<20,32,<20,<20,38,32,27,<20,<20,<20,<20,<20,198,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2569,<20,<20,94,<20,31,<20,<20,<20,<20,30,71,71,52,<20,25,<20,<20,<20,164,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
2570,<20,<20,"3,084",54,872,68,228,342,<20,616,"1,842","1,595","1,322",269,418,52,278,<20,"4,421",<20,<20,<20,<20,32,<20,80,229,,,,,,,,
2571,<20,<20,784,<20,280,22,94,114,<20,211,658,549,463,65,198,<20,103,<20,"1,277",<20,<20,<20,<20,<20,<20,38,52,,,,,,,,
