LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
18710,Yass Valley (A),<20,<20,"1,244",<20,276,<20,75,276,<20,340,833,675,496,87,157,26,117,<20,"1,835",<20,<20,<20,<20,<20,<20,23,47
18750,Young (A),<20,<20,"1,723",<20,390,<20,158,182,<20,709,"1,172",957,876,97,405,89,241,<20,"2,987",<20,<20,<20,<20,<20,<20,87,43
19399,Unincorporated NSW,<20,<20,222,<20,26,<20,<20,23,<20,57,101,70,89,<20,55,<20,<20,<20,308,<20,<20,<20,<20,<20,<20,<20,<20
20110,Alpine (S),<20,<20,"2,060",<20,343,<20,139,295,<20,462,879,665,741,194,350,55,108,<20,"2,951",<20,<20,<20,<20,23,<20,42,49
20260,Ararat (RC),<20,<20,"1,755",<20,349,<20,150,205,<20,677,872,688,855,216,442,63,128,<20,"2,919",<20,<20,<20,<20,<20,<20,59,50
20570,Ballarat (C),24,36,"11,415",286,"3,132",137,"1,350",980,<20,"5,308","8,039","6,682","9,462","3,732","3,233",472,"1,469",52,"20,870",34,<20,37,46,143,<20,815,"2,476"
20660,Banyule (C),23,<20,"12,996",333,"2,854",131,848,"2,267",<20,"3,730","6,169","5,585","7,764","3,299","2,540",341,772,33,"19,314",50,41,29,23,127,<20,318,"2,133"
20740,Bass Coast (S),<20,<20,"5,731",37,928,23,321,707,<20,"1,627","2,479","1,979","2,494",663,"1,221",187,437,20,"8,650",25,<20,<20,22,50,<20,186,156
20830,Baw Baw (S),<20,<20,"5,759",61,"1,253",68,451,763,<20,"1,801","3,600","2,997","3,181","1,008","1,298",185,552,22,"9,277",20,<20,<20,<20,56,<20,228,323
20910,Bayside (C),<20,<20,"7,764",147,"1,320",45,287,"2,807",<20,"1,665","2,486","2,239","3,132","1,306","1,021",77,291,<20,"10,427",<20,<20,<20,<20,62,<20,68,794
21010,Benalla (RC),<20,<20,"2,265",<20,467,<20,187,277,<20,805,"1,133",941,"1,034",251,468,63,216,<20,"3,711",<20,<20,<20,<20,22,<20,93,78
21110,Boroondara (C),<20,<20,"10,269",431,"2,080",82,377,"4,621",<20,"2,296","3,809","3,465","6,703","3,371","1,674",132,240,<20,"13,739",20,37,<20,<20,83,<20,93,"2,782"
21180,Brimbank (C),23,20,"19,425",501,"7,949",307,"3,555",858,24,"8,003","17,179","15,139","21,061","6,191","10,236","1,484","2,878",191,"37,935",77,125,155,160,374,<20,"1,062","3,749"
21270,Buloke (S),<20,<20,"1,121",<20,235,<20,105,183,<20,348,444,328,396,107,169,24,48,<20,"1,703",<20,<20,<20,<20,<20,<20,28,30
21370,Campaspe (S),<20,36,"5,764",34,"1,233",35,472,669,<20,"1,809","3,161","2,487","2,662",698,"1,167",176,561,<20,"9,155",<20,<20,23,28,52,<20,199,214
21450,Cardinia (S),<20,<20,"6,631",115,"1,935",117,613,724,<20,"2,165","7,546","6,491","5,889","1,603","2,085",384,"1,189",24,"11,503",26,<20,<20,<20,77,<20,367,686
21610,Casey (C),23,35,"19,704",441,"7,378",294,"3,042","1,360",39,"8,810","26,076","22,023","22,537","6,441","7,921","1,781","3,073",93,"38,080",120,103,71,53,325,<20,"1,343","3,596"
21670,Central Goldfields (S),<20,<20,"2,878",<20,638,<20,314,142,<20,"1,167","1,146",931,"1,323",366,599,94,204,<20,"4,833",<20,<20,<20,<20,37,<20,120,73
21750,Colac-Otway (S),<20,<20,"2,888",23,555,24,209,405,<20,"1,110","1,721","1,326","1,763",547,683,91,241,<20,"4,725",<20,<20,<20,<20,32,<20,160,113
21830,Corangamite (S),<20,<20,"2,163",<20,469,<20,159,352,<20,724,"1,248",931,"1,162",390,407,87,148,<20,"3,401",<20,<20,<20,<20,29,<20,52,84
21890,Darebin (C),53,56,"16,467",854,"4,518",132,"1,540","1,167",<20,"6,031","7,629","6,809","11,138","4,171","4,719",551,964,60,"26,422",53,45,98,49,112,<20,452,"2,832"
22110,East Gippsland (S),22,50,"8,098",43,"1,590",41,642,957,<20,"2,656","3,446","2,779","3,839",993,"1,807",253,595,51,"12,769",<20,<20,22,26,73,<20,294,202
22170,Frankston (C),<20,22,"14,087",266,"3,353",152,"1,243","1,061",<20,"5,776","11,285","9,862","10,334","2,782","4,786",569,"2,000",41,"25,395",66,<20,<20,24,171,<20,828,"1,436"
22250,Gannawarra (S),<20,<20,"1,969",<20,337,<20,149,205,<20,546,880,652,736,176,289,51,124,<20,"2,894",<20,<20,<20,<20,<20,<20,52,42
22310,Glen Eira (C),<20,<20,"12,050",306,"2,585",77,582,"2,475",<20,"3,012","5,210","4,555","6,469","2,493","2,058",278,389,22,"16,798",32,43,22,<20,104,<20,158,"1,702"
22410,Glenelg (S),<20,21,"2,737",20,671,24,300,273,<20,"1,067","1,479","1,308","1,452",376,811,101,230,<20,"4,788",<20,<20,<20,<20,32,<20,134,99
22490,Golden Plains (S),<20,<20,"1,678",26,580,28,232,205,<20,669,"1,640","1,311","1,353",403,476,71,151,<20,"2,939",<20,<20,<20,<20,<20,<20,79,129
22620,Greater Bendigo (C),35,55,"12,758",288,"3,404",137,"1,439","1,078",<20,"5,577","8,925","7,416","9,574","3,624","3,486",538,"1,715",58,"23,006",39,<20,44,61,135,<20,721,"2,396"
22670,Greater Dandenong (C),<20,<20,"16,862",328,"4,931",198,"2,533",730,28,"7,613","13,709","11,817","16,552","4,770","7,278","1,499","1,698",132,"31,398",60,130,73,59,323,<20,839,"3,019"
22750,Greater Geelong (C),32,68,"28,926",516,"7,049",348,"2,610","2,586",21,"9,394","16,071","13,916","18,362","6,432","7,617",866,"2,693",144,"46,959",111,<20,67,65,308,<20,"1,254","3,674"
22830,Greater Shepparton (C),58,113,"7,263",64,"2,110",81,898,741,<20,"3,488","5,849","4,719","5,446","1,162","2,438",460,"1,088",20,"13,669",25,<20,26,35,63,<20,496,558
22910,Hepburn (S),<20,<20,"2,255",29,426,25,196,194,<20,857,"1,167",970,"1,254",360,541,89,170,<20,"3,653",<20,<20,<20,<20,34,<20,76,85
22980,Hindmarsh (S),<20,<20,984,<20,183,<20,94,179,<20,344,407,307,422,140,200,<20,50,<20,"1,567",<20,<20,<20,<20,<20,<20,23,27
23110,Hobsons Bay (C),<20,<20,"9,401",184,"2,549",82,995,827,<20,"3,039","5,202","4,792","6,061","1,818","2,714",423,721,51,"15,226",30,21,39,34,121,<20,321,"1,039"
23190,Horsham (RC),<20,<20,"2,621",21,542,32,180,417,<20,986,"1,618","1,254","1,489",493,562,101,244,<20,"4,300",<20,<20,<20,<20,22,<20,104,161
23270,Hume (C),29,33,"14,410",291,"8,239",372,"4,535",808,<20,"8,282","18,119","16,023","18,909","4,599","7,845","2,195","2,412",92,"32,193",75,54,132,101,231,<20,"1,128","3,021"
23350,Indigo (S),<20,<20,"2,054",22,361,<20,123,295,<20,489,"1,136",860,879,211,403,52,129,<20,"2,991",<20,<20,<20,<20,<20,<20,56,79
23430,Kingston (C),<20,<20,"17,571",266,"3,279",108,"1,016","2,083",<20,"4,424","8,170","7,084","8,233","3,072","3,084",304,866,50,"25,215",54,42,32,23,198,<20,299,"1,612"
23670,Knox (C),<20,<20,"15,910",241,"3,510",135,"1,019","1,493",<20,"4,242","10,378","8,969","10,274","3,736","3,493",405,"1,176",55,"23,908",50,49,27,22,195,<20,453,"1,829"
23810,Latrobe (C),<20,57,"9,597",99,"2,840",138,"1,169",640,<20,"4,722","6,031","5,476","6,738","1,642","3,300",415,"1,397",61,"18,391",26,<20,32,54,111,<20,721,681
23940,Loddon (S),<20,<20,"1,331",<20,317,<20,166,152,<20,567,595,452,609,135,295,41,65,<20,"2,238",<20,<20,<20,<20,<20,<20,47,25
24130,Macedon Ranges (S),<20,<20,"4,145",55,897,57,265,652,<20,"1,095","2,637","2,298","2,347",769,834,89,325,<20,"6,189",23,<20,<20,<20,39,<20,117,288
24210,Manningham (C),<20,<20,"13,903",217,"2,634",81,686,"3,746",<20,"2,007","5,121","4,428","6,412","2,677","1,868",270,349,40,"17,588",33,55,24,<20,131,<20,125,"1,464"
24250,Mansfield (S),<20,<20,"1,203",<20,163,<20,64,159,<20,271,537,419,405,114,219,<20,65,<20,"1,705",<20,<20,<20,<20,<20,<20,<20,20
24330,Maribyrnong (C),<20,<20,"6,092",463,"1,844",51,770,298,<20,"2,787","4,348","3,997","7,255","2,605","3,444",408,607,45,"11,503",<20,47,28,<20,138,<20,337,"1,845"
24410,Maroondah (C),<20,<20,"11,728",215,"2,106",106,621,"1,498",<20,"3,408","7,019","6,198","6,972","2,356","2,662",472,791,27,"17,747",39,21,<20,<20,105,<20,336,"1,191"
24600,Melbourne (C),52,<20,"2,994",602,603,<20,258,809,<20,"2,134","2,113","1,977","6,166","3,312","2,187",211,333,<20,"6,246",<20,33,<20,<20,64,<20,195,"3,051"
24650,Melton (C),<20,<20,"6,924",159,"4,074",239,"1,660",330,<20,"4,083","11,730","10,187","10,117","2,479","3,929",845,"2,006",54,"16,460",70,37,46,69,173,<20,719,"1,235"
24780,Mildura (RC),39,84,"6,831",51,"1,965",78,826,570,<20,"3,164","5,045","4,083","4,982",996,"2,318",389,936,24,"12,574",27,<20,20,31,73,<20,457,432
24850,Mitchell (S),<20,<20,"3,464",34,"1,073",48,394,311,<20,"1,402","3,315","2,842","2,616",577,"1,145",161,534,21,"6,299",29,<20,<20,<20,43,<20,198,247
24900,Moira (S),<20,<20,"5,027",<20,"1,025",32,438,470,<20,"1,468","2,433","1,897","2,053",494,921,142,395,<20,"7,740",<20,<20,<20,<20,35,<20,131,145
24970,Monash (C),<20,<20,"20,499",382,"3,690",109,"1,048","3,907",<20,"3,945","8,530","7,370","10,674","4,863","3,042",410,652,74,"27,374",36,113,60,<20,201,<20,252,"3,051"
25060,Moonee Valley (C),<20,<20,"12,804",351,"3,114",86,985,"1,593",<20,"2,999","4,813","4,340","6,763","2,634","2,691",291,664,39,"18,372",22,27,38,<20,105,<20,234,"1,711"
25150,Moorabool (S),<20,<20,"2,923",38,908,35,381,298,<20,"1,043","2,344","2,013","2,044",613,803,92,362,<20,"5,084",<20,<20,<20,<20,46,<20,139,222
25250,Moreland (C),34,<20,"18,138",866,"5,339",142,"1,998","1,179",<20,"5,764","8,284","7,490","12,095","4,443","4,968",756,961,67,"28,322",45,33,109,70,139,<20,506,"3,178"
25340,Mornington Peninsula (S),<20,31,"22,806",217,"3,676",111,"1,217","3,311",<20,"5,263","10,271","8,741","9,109","2,760","3,894",478,"1,620",53,"32,696",82,<20,30,33,190,<20,551,"1,106"
25430,Mount Alexander (S),<20,<20,"2,847",51,435,<20,187,329,<20,998,"1,428","1,177","1,432",433,662,99,169,<20,"4,485",<20,<20,<20,<20,30,<20,59,103
25490,Moyne (S),<20,<20,"1,716",<20,398,<20,137,354,<20,516,"1,300",964,"1,166",410,403,79,153,<20,"2,733",<20,<20,<20,<20,<20,<20,43,116
25620,Murrindindi (S),<20,<20,"1,929",<20,333,<20,130,290,<20,619,963,779,839,222,385,66,122,<20,"2,984",<20,<20,<20,<20,25,<20,45,57
25710,Nillumbik (S),<20,<20,"3,816",123,"1,030",63,226,"1,010",<20,963,"2,838","2,491","3,052","1,336",809,81,253,<20,"5,575",<20,<20,<20,<20,45,<20,104,611
25810,Northern Grampians (S),<20,<20,"1,938",<20,445,<20,185,195,<20,911,941,765,873,252,403,52,154,<20,"3,387",<20,<20,<20,<20,25,<20,65,45
25900,Port Phillip (C),<20,<20,"5,697",381,"1,210",<20,377,"1,254",<20,"3,462","2,335","2,195","4,590","1,551","2,405",142,367,<20,"10,553",24,28,<20,<20,84,<20,166,"1,150"
25990,Pyrenees (S),<20,<20,"1,234",<20,301,<20,150,n.p.,<20,501,584,458,622,180,290,34,78,<20,"2,094",<20,<20,<20,<20,<20,<20,29,44
26080,Queenscliffe (B),<20,<20,n.p.,<20,77,<20,26,167,<20,n.p.,n.p.,n.p.,159,70,51,<20,22,<20,718,<20,<20,<20,<20,<20,<20,<20,31
26170,South Gippsland (S),<20,<20,"4,017",<20,712,26,241,775,<20,"1,146","2,123","1,715","1,910",614,779,127,282,<20,"6,074",<20,<20,<20,<20,36,<20,95,141
26260,Southern Grampians (S),<20,<20,"2,296",<20,398,<20,162,347,<20,670,"1,255",924,"1,257",449,491,61,154,<20,"3,534",<20,<20,<20,<20,25,<20,105,91
26350,Stonnington (C),<20,<20,"6,172",344,"1,199",27,310,"1,969",<20,"1,873","1,781","1,697","3,992","1,852","1,556",69,241,<20,"9,045",<20,23,<20,<20,71,<20,117,"1,559"
26430,Strathbogie (S),<20,<20,"1,793",<20,347,<20,135,255,<20,455,686,546,652,174,285,48,103,<20,"2,624",<20,<20,<20,<20,<20,<20,54,41
26490,Surf Coast (S),<20,<20,"2,570",67,483,24,145,603,<20,605,"1,686","1,381","1,644",673,559,77,188,<20,"3,749",<20,<20,<20,<20,28,<20,62,303
26610,Swan Hill (RC),<20,31,"2,628",<20,634,30,260,316,<20,"1,053","1,857","1,449","1,658",345,686,125,356,<20,"4,510",<20,<20,<20,<20,<20,<20,144,84
26670,Towong (S),<20,<20,917,<20,160,<20,56,191,<20,252,432,312,362,71,178,30,51,<20,"1,349",<20,<20,<20,<20,<20,<20,<20,26
26700,Wangaratta (RC),<20,<20,"4,145",37,835,37,297,486,<20,"1,246","2,282","1,765","1,957",541,845,137,350,<20,"6,496",<20,<20,<20,<20,52,<20,171,189
26730,Warrnambool (C),<20,36,"4,061",86,886,37,286,425,<20,"1,409","2,632","2,124","2,920","1,193","1,091",161,444,21,"6,811",<20,<20,<20,<20,60,<20,206,620
26810,Wellington (S),<20,<20,"5,591",33,"1,448",69,568,600,<20,"2,044","3,171","2,694","3,233",983,"1,301",228,516,29,"9,409",<20,<20,<20,<20,56,<20,236,232
26890,West Wimmera (S),<20,<20,649,<20,107,<20,38,118,<20,184,287,214,214,n.p.,94,<20,21,<20,947,<20,<20,<20,<20,<20,<20,<20,<20
26980,Whitehorse (C),<20,<20,"18,169",413,"2,916",127,745,"3,253",<20,"3,698","7,232","6,544","9,475","4,200","2,710",375,559,43,"24,380",33,99,30,<20,159,<20,256,"2,599"
27070,Whittlesea (C),27,39,"15,732",319,"6,931",215,"2,769",857,<20,"7,039","15,277","13,119","14,221","4,367","5,274","1,182","1,979",103,"29,417",73,53,125,92,161,<20,754,"2,636"
27170,Wodonga (RC),<20,20,"3,728",56,"1,161",47,439,305,<20,"1,569","3,427","2,902","2,859",630,"1,285",146,736,<20,"7,017",<20,<20,<20,<20,46,<20,265,441
27260,Wyndham (C),21,33,"9,760",356,"4,648",255,"1,758",779,35,"4,515","17,802","15,874","15,921","3,776","5,814","1,385","2,716",49,"20,955",83,62,43,57,197,<20,966,"1,986"
27350,Yarra (C),20,<20,"5,110",721,"1,250",31,550,783,<20,"2,957","2,623","2,463","5,703","2,554","2,601",262,558,<20,"10,060",22,50,<20,<20,90,<20,184,"1,915"
27450,Yarra Ranges (S),<20,34,"14,623",266,"3,251",160,938,"1,623",<20,"4,837","11,319","9,513","9,619","3,209","3,477",476,"1,386",62,"23,536",63,<20,21,37,184,<20,458,"1,395"
27630,Yarriambiack (S),<20,<20,"1,173",<20,293,<20,130,199,<20,508,501,386,441,122,196,39,70,<20,"1,972",<20,<20,<20,<20,<20,<20,23,42
29399,Unincorporated Vic,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,39,<20,<20,<20,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20
30250,Aurukun (S),<20,56,44,<20,28,<20,20,<20,<20,62,190,177,359,<20,265,52,45,<20,206,<20,<20,<20,<20,<20,<20,35,<20
30300,Balonne (S),<20,40,385,<20,91,<20,39,85,<20,152,468,375,353,<20,147,32,108,<20,718,<20,<20,<20,<20,<20,<20,36,<20
30370,Banana (S),<20,<20,"1,088",<20,237,<20,71,289,<20,338,854,860,602,71,238,47,136,<20,"1,733",<20,<20,<20,<20,<20,<20,51,<20
30410,Barcaldine (R),<20,<20,342,<20,50,<20,<20,39,<20,70,245,216,144,<20,62,<20,43,<20,499,<20,<20,<20,<20,<20,<20,<20,<20
30450,Barcoo (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,<20
30760,Blackall Tambo (R),<20,<20,264,<20,55,<20,26,28,<20,89,167,125,77,<20,36,<20,27,<20,437,<20,<20,<20,<20,<20,<20,<20,<20
30900,Boulia (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,40,37,42,<20,28,<20,<20,<20,52,<20,<20,<20,<20,<20,<20,<20,<20
31000,Brisbane (C),472,446,"80,946","3,286","16,140",630,"5,180","13,463",69,"28,128","53,553","47,750","58,367","18,135","23,903","2,967","7,363",219,"130,237",299,173,140,145,913,<20,"3,887","17,930"
31750,Bulloo (S),<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
31820,Bundaberg (R),37,151,"14,915",150,"4,125",112,"1,845","1,107",<20,"5,509","7,853","6,734","7,692","1,094","4,141",616,"1,611",109,"25,807",35,<20,77,110,171,<20,926,418
31900,Burdekin (S),<20,47,"2,239",<20,443,<20,177,346,<20,664,"1,189","1,030",838,87,475,76,275,<20,"3,564",<20,<20,<20,<20,<20,<20,92,20
31950,Burke (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,23,36,<20,28,<20,<20,<20,28,<20,<20,<20,<20,<20,<20,<20,<20
32070,Cairns (R),298,782,"12,396",405,"3,251",143,"1,341","1,534",<20,"6,324","14,879","12,933","13,878","1,608","7,375","1,109","3,466",28,"25,872",81,<20,32,35,205,<20,"1,273",980
32250,Carpentaria (S),<20,49,169,<20,29,<20,<20,<20,<20,88,179,164,247,<20,140,23,59,<20,363,<20,<20,<20,<20,<20,<20,21,<20
32260,Cassowary Coast (R),27,141,"3,403",<20,740,26,339,544,<20,"1,310","2,376","1,979","1,953",161,"1,200",171,502,<20,"6,084",<20,<20,<20,27,38,<20,193,50
32270,Central Highlands (R),<20,30,"1,061",<20,369,<20,130,152,<20,472,"1,301","1,425","1,010",84,441,65,264,<20,"2,092",<20,<20,<20,<20,<20,<20,88,32
32310,Charters Towers (R),<20,50,"1,446",<20,305,<20,145,120,<20,526,922,847,818,50,471,73,217,<20,"2,487",<20,<20,<20,<20,<20,<20,91,<20
32330,Cherbourg (S),<20,53,45,<20,31,<20,27,<20,<20,119,216,208,287,<20,160,<20,106,<20,337,<20,<20,<20,<20,<20,<20,76,<20
32450,Cloncurry (S),<20,26,152,<20,31,<20,<20,<20,<20,75,214,219,230,<20,145,<20,69,<20,337,<20,<20,<20,<20,<20,<20,21,<20
32500,Cook (S),<20,66,403,<20,82,<20,52,38,<20,271,417,356,533,22,365,48,93,<20,882,<20,<20,<20,<20,<20,<20,45,<20
32600,Croydon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,36,29,50,<20,21,<20,<20,<20,34,<20,<20,<20,<20,<20,<20,<20,<20
32750,Diamantina (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20
32770,Doomadgee (S),<20,38,24,<20,<20,<20,<20,<20,<20,48,234,217,304,<20,166,70,60,<20,168,<20,<20,<20,<20,<20,<20,24,<20
33100,Etheridge (S),<20,<20,80,<20,<20,<20,<20,<20,<20,30,54,46,50,<20,28,<20,<20,<20,132,<20,<20,<20,<20,<20,<20,<20,<20
33200,Flinders (S),<20,<20,162,<20,33,<20,<20,32,<20,68,139,113,130,<20,63,<20,27,<20,282,<20,<20,<20,<20,<20,<20,<20,<20
33220,Fraser Coast (R),43,158,"17,758",195,"5,256",110,"2,488","1,073",<20,"7,436","8,841","7,706","8,575","1,387","4,619",767,"1,845",142,"31,727",46,<20,76,90,191,<20,"1,010",463
33360,Gladstone (R),<20,54,"3,823",21,"1,133",46,375,445,<20,"1,588","2,893","3,315","2,528",247,"1,332",158,612,<20,"6,992",<20,<20,<20,23,53,<20,228,84
33430,Gold Coast (C),171,170,"53,553","1,756","12,093",386,"4,762","6,515",20,"15,972","40,657","34,332","37,640","7,480","18,089","2,268","6,649",191,"87,721",239,53,123,113,766,<20,"3,034","6,512"
33610,Goondiwindi (R),<20,<20,"1,101",<20,279,<20,106,200,<20,437,888,723,600,71,233,49,165,<20,"1,884",<20,<20,<20,<20,<20,<20,54,<20
33620,Gympie (R),<20,52,"7,232",64,"2,138",44,"1,055",618,<20,"3,681","4,423","3,782","4,099",564,"2,082",417,858,66,"13,715",22,<20,41,60,89,<20,463,192
33800,Hinchinbrook (S),<20,32,"1,882",<20,331,<20,123,291,<20,501,723,572,639,69,358,47,99,<20,"2,765",<20,<20,<20,<20,<20,<20,79,<20
33830,Hope Vale (S),<20,40,35,<20,<20,<20,<20,<20,<20,43,112,107,203,<20,143,27,31,<20,137,<20,<20,<20,<20,<20,<20,26,<20
33960,Ipswich (C),116,260,"13,741",374,"5,134",264,"2,079",825,<20,"8,605","18,120","15,997","13,932","2,018","6,158","1,188","3,900",56,"31,109",83,<20,43,95,140,<20,"1,506","1,471"
33980,Isaac (R),<20,<20,468,<20,171,<20,33,96,<20,205,603,863,460,39,204,24,137,<20,916,<20,<20,<20,<20,<20,<20,46,<20
34420,Kowanyama (S),<20,61,42,<20,23,<20,22,<20,<20,72,157,143,222,<20,155,25,49,<20,210,<20,<20,<20,<20,<20,<20,26,<20
34570,Lockhart River (S),<20,27,24,<20,<20,<20,<20,<20,<20,26,79,72,130,<20,91,21,21,<20,100,<20,<20,<20,<20,<20,<20,<20,<20
34580,Lockyer Valley (R),<20,42,"3,978",57,"1,329",31,599,344,<20,"2,030","3,345","2,857","2,816",643,"1,202",218,634,28,"7,800",20,<20,20,51,32,<20,285,521
34590,Logan (C),112,255,"23,368",529,"7,756",297,"3,286","1,309",21,"12,294","29,192","24,813","23,637","3,502","10,510","2,043","5,768",131,"48,625",131,73,104,142,350,<20,"2,533","2,642"
34710,Longreach (R),<20,<20,305,<20,57,<20,23,49,<20,103,312,256,183,<20,77,<20,57,<20,532,<20,<20,<20,<20,<20,<20,<20,<20
34770,Mackay (R),33,156,"8,791",49,"2,185",76,811,"1,289",<20,"2,809","6,026","6,136","4,839",603,"2,321",266,"1,312",42,"14,708",44,<20,32,49,116,<20,507,238
34800,McKinlay (S),<20,<20,37,<20,<20,<20,<20,<20,<20,<20,53,40,31,<20,<20,<20,<20,<20,56,<20,<20,<20,<20,<20,<20,<20,<20
34830,Mapoon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,30,<20,<20,<20,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,<20
34860,Maranoa (R),<20,23,914,<20,203,<20,87,271,<20,370,865,707,499,52,199,42,151,<20,"1,620",<20,<20,<20,<20,<20,<20,34,21
35010,Moreton Bay (R),128,297,"40,731",721,"11,322",374,"4,096","3,441",23,"14,983","33,474","29,189","26,112","4,421","11,896","2,027","6,264",189,"71,765",183,44,141,174,502,<20,"2,729","2,578"
35250,Mornington (S),<20,36,47,<20,<20,<20,<20,<20,<20,45,189,176,252,<20,176,38,53,<20,181,<20,<20,<20,<20,<20,<20,<20,<20
35300,Mount Isa (C),26,128,855,<20,214,<20,92,68,<20,462,"1,318","1,422","1,402",57,793,92,417,<20,"1,971",<20,<20,<20,<20,<20,<20,174,20
35600,Murweh (S),<20,28,484,<20,89,<20,33,61,<20,157,394,302,284,36,110,33,69,<20,774,<20,<20,<20,<20,<20,<20,24,<20
35670,Napranum (S),<20,<20,32,<20,21,<20,<20,<20,<20,57,132,128,232,<20,162,23,35,<20,165,<20,<20,<20,<20,<20,<20,23,<20
35760,North Burnett (R),<20,<20,"1,493",<20,333,<20,137,294,<20,575,828,671,723,107,315,53,133,<20,"2,466",<20,<20,<20,<20,<20,<20,48,<20
35780,Northern Peninsula Area (R),<20,122,70,<20,<20,<20,<20,<20,<20,43,359,318,367,<20,171,70,108,<20,268,<20,<20,<20,<20,<20,<20,43,<20
35790,Palm Island (S),<20,79,44,<20,30,<20,26,<20,<20,140,313,286,662,<20,337,52,109,<20,377,<20,<20,<20,<20,<20,<20,129,<20
35800,Paroo (S),<20,25,187,<20,41,<20,25,30,<20,132,154,134,157,<20,96,<20,49,<20,421,<20,<20,<20,<20,<20,<20,22,<20
36070,Pormpuraaw (S),<20,36,29,<20,<20,<20,<20,<20,<20,40,89,80,166,<20,122,<20,22,<20,119,<20,<20,<20,<20,<20,<20,<20,<20
36150,Quilpie (S),<20,<20,63,<20,<20,<20,<20,28,<20,27,59,45,29,<20,<20,<20,<20,<20,110,<20,<20,<20,<20,<20,<20,<20,<20
36250,Redland (C),35,77,"15,765",216,"3,499",119,"1,176","1,741",<20,"4,469","9,443","8,088","7,308","1,580","3,103",420,"1,568",56,"24,463",45,<20,44,53,163,<20,593,891
36300,Richmond (S),<20,<20,67,<20,20,<20,<20,<20,<20,<20,57,43,33,<20,<20,<20,<20,<20,109,<20,<20,<20,<20,<20,<20,<20,<20
36360,Rockhampton (R),72,284,"12,102",112,"2,894",108,"1,010","1,055",<20,"4,787","7,999","7,428","6,923",930,"3,433",541,"1,816",75,"21,092",54,<20,32,59,128,<20,734,418
36510,Scenic Rim (R),<20,30,"4,786",63,"1,208",35,490,732,<20,"1,617","3,126","2,646","2,403",384,"1,246",182,554,24,"7,971",<20,<20,<20,<20,44,<20,177,164
36580,Somerset (R),<20,33,"2,886",23,930,25,406,274,<20,"1,594","2,143","1,866","1,573",207,862,160,448,21,"5,789",<20,<20,25,45,26,<20,144,69
36630,South Burnett (R),<20,60,"4,992",24,"1,562",24,775,438,<20,"2,425","2,916","2,532","2,565",340,"1,250",296,564,33,"9,303",<20,<20,26,48,55,<20,306,74
36660,Southern Downs (R),23,48,"5,364",46,"1,255",22,504,592,<20,"2,038","3,256","2,617","2,530",442,"1,162",273,556,31,"9,062",<20,<20,24,30,48,<20,234,110
36710,Sunshine Coast (R),101,143,"43,039","1,016","8,626",202,"3,128","5,691",<20,"11,848","25,049","20,894","22,379","4,815","10,729","1,469","3,937",158,"66,889",162,<20,94,112,550,<20,"1,877","2,934"
36810,Tablelands (R),40,201,"6,305",60,"1,134",29,517,794,<20,"2,209","3,870","3,290","3,839",363,"2,304",311,874,32,"10,726",<20,<20,25,41,73,<20,387,115
36910,Toowoomba (R),101,212,"17,912",289,"3,974",111,"1,470","2,271",<20,"6,796","12,221","10,396","8,688","1,854","3,253",741,"2,287",47,"30,255",49,<20,60,76,159,<20,887,"1,097"
36950,Torres (S),39,127,116,<20,45,<20,30,<20,<20,87,370,321,369,<20,161,50,90,<20,356,<20,<20,<20,<20,<20,<20,61,<20
36960,Torres Strait Island (R),89,321,184,<20,61,<20,49,<20,<20,72,648,549,770,<20,329,130,192,<20,556,<20,<20,<20,<20,<20,<20,66,<20
37010,Townsville (C),218,485,"13,266",412,"4,059",135,"1,520","1,352",<20,"5,680","13,457","12,282","11,885","2,547","5,289",714,"3,061",43,"25,465",73,<20,33,42,140,<20,"1,241","2,335"
