State,Hospname,Establishment ID,Parent Id,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Remoteness area (code),Remoteness area ,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name
NSW,Berrigan (MPS),1184M2040, ,Hospital,0010700Y,137 Memorial Place,Berrigan 2712,2,Outer Regional,4,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Culcairn (MPS),1184M2050, ,Hospital,0011120K,51-55 Balfour ST,Culcairn 2660,1,Inner Regional,27,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Corowa,1184M2060, ,Hospital,0011080B,53 Guy ST,Corowa 2646,1,Inner Regional,50.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Deniliquin,1184M2070, ,Hospital,0011150F,411 Charlotte ST,Deniliquin 2710,1,Inner Regional,44.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
NSW,Finley,1184M2080, ,Hospital,0011210J,24 Dawe AV,Finley 2713,1,Inner Regional,14.9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Henty (MPS),1184M2090, ,Hospital,0011430X,7 Keighran ST,Henty 2658,1,Inner Regional,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Holbrook,1184M2100, ,Hospital,0011450T,1 Bowler ST,Holbrook 2644,1,Inner Regional,26,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Jerilderie (MPS),1184M2110, ,Hospital,0011500Y,33-39 Southey ST,Jerilderie 2716,2,Outer Regional,3,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
NSW,Mercy Care Centre Albury,1184M2120, ,Hospital,0011690Y,550 Poole ST,Albury 2640,1,Inner Regional,30,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute
NSW,Urana (MPS),1184M2130, ,Hospital,0011620L,127 Princess ST,Urana 2645,2,Outer Regional,22,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
NSW,Tocumwal,1184M2140, ,Hospital,0012140Y,1 Adams ST,Tocumwal 2714,1,Inner Regional,16,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Tumbarumba (MPS),1184M2150, ,Hospital,0012180L,4 Mitchell ST,Tumbarumba 2653,2,Outer Regional,42.5,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Boorowa,1184N2040, ,Hospital,0010770H,62-80 Dry ST,Boorowa 2586,1,Inner Regional,5.1,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Mercy Care Centre Young,1184N2100, ,Hospital,0011710K,69 Demondrille ST,Young 2594,1,Inner Regional,26,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute
NSW,Murrumburrah - Harden,1184N2130, ,Hospital,0011810H,54 Swift ST,Harden 2587,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Young,1184N2180, ,Hospital,0012430K,68 Allanan ST,Young 2594,1,Inner Regional,28,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
NSW,Batlow/Adelong (MPS),1184R2020, ,Hospital,0010660L,61-81 Pioneer ST,Batlow 2730,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Griffith,1184R2050, ,Hospital,0011340Y,1 Noorebar AV,Griffith 2680,2,Outer Regional,88.3,L,Large public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
NSW,Gundagai,1184R2060, ,Hospital,0011360W,50 Tor ST,Gundagai 2722,1,Inner Regional,18.4,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Hay,1184R2070, ,Hospital,0011410A,351 Murray ST,Hay 2711,2,Outer Regional,28,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
NSW,Hillston,1184R2080, ,Hospital,0011440W,48C Burns ST,Hillston 2675,3,Remote,16,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Junee (MPS),1184R2090, ,Hospital,0011510X,67 Broadway ST,Junee 2663,1,Inner Regional,34,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Coolamon (MPS),1184R2100, ,Hospital,0011520W,1 Buchanan DR,Coolamon 2701,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Leeton,1184R2110, ,Hospital,0011570H,1 Wade AV,Leeton 2705,2,Outer Regional,67,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Lockhart,1184R2130, ,Hospital,0011610T,53-55 Hebden ST,Lockhart 2656,2,Outer Regional,15.6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
NSW,Narrandera,1184R2150, ,Hospital,0011840A,56-64 Adams ST,Narrandera 2700,2,Outer Regional,25.7,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Temora,1184R2160, ,Hospital,0012100H,119 Gloucester ST,Temora 2666,2,Outer Regional,26,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Tumut,1184R2180, ,Hospital,0012190K,105 Simpson ST,Tumut 2720,1,Inner Regional,31.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Wagga Wagga,1184R2190, ,Hospital,0012250T,260 Edward ST,Wagga Wagga 2650,1,Inner Regional,238.3,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
NSW,Cootamundra,1184R2210, ,Hospital,0011070F,120 MacKay ST,Cootamundra 2590,1,Inner Regional,25.3,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Bourke (MPS),1185K2010, ,Hospital,0010780F,26 Tarcoon ST,Bourke 2840,4,Very remote,20,S2,Other small public acute,Yes,No,Yes,No,D3,Small remote acute
NSW,Brewarrina (MPS),1185K2020, ,Hospital,0010820L,56 Doyle ST,Brewarrina 2839,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
NSW,Cobar,1185K2030, ,Hospital,0010950B,1 Lerida RD,Cobar 2835,3,Remote,10.5,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
NSW,Collarenebri (MPS),1185K2040, ,Hospital,0010980X,1 Walgett ST,Collarenebri 2833,3,Remote,13,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Coolah (MPS),1185K2050, ,Hospital,0011000X,111 Martin ST,Coolah 2843,2,Outer Regional,27,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
NSW,Coonabarabran,1185K2060, ,Hospital,0011020T,101 Edwards ST,Coonabarabran 2357,2,Outer Regional,25,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute
NSW,Baradine (MPS),1185K2070, ,Hospital,0011030L,5-9 Darling ST,Baradine 2396,3,Remote,17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Coonamble (MPS),1185K2090, ,Hospital,0011050J,150 Castlereagh ST,Coonamble 2829,3,Remote,25.1,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
NSW,Gulargambone (MPS),1185K2100, ,Hospital,0011060H,47 Bourbah ST,Gulargambone 2828,2,Outer Regional,12,VS,Very small public,No,No,No,No,G,Un-peered and other
NSW,Dubbo,1185K2110, ,Hospital,0011170A,1 Myall ST,Dubbo 2830,1,Inner Regional,159.3,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
NSW,Dunedoo (MPS),1185K2120, ,Hospital,0011180Y,70 Digilah ST,Dunedoo 2844,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Gilgandra (MPS),1185K2130, ,Hospital,0011230F,6 Chelmsford AV,Gilgandra 2827,2,Outer Regional,31,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Goodooga,1185K2140, ,Hospital,0011260Y,49 Hammond ST,Goodooga 2831,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
NSW,Gulgong,1185K2150, ,Hospital,0011350X,112 Mayne ST,Gulgong 2852,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
NSW,Mudgee,1185K2160, ,Hospital,0011790W,139 Church ST,Mudgee 2850,1,Inner Regional,40.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
NSW,Narromine,1185K2170, ,Hospital,0011850Y,128 Cathundral ST,Narromine 2821,2,Outer Regional,25,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Nyngan (MPS),1185K2180, ,Hospital,0011900F,15 Hoskins ST,Nyngan 2825,3,Remote,6,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
NSW,Trangie (MPS),1185K2190, ,Hospital,0012160W,28 Harris ST,Trangie 2823,2,Outer Regional,20,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
NSW,Walgett,1185K2200, ,Hospital,0012280J,141 Fox ST,Walgett 2832,3,Remote,21.2,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
NSW,Warren (MPS),1185K2210, ,Hospital,0012310X,176 Doctor Kater DR,Warren 2824,2,Outer Regional,42,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Wellington,1185K2220, ,Hospital,0012350K,30 Thornton ST,Wellington 2820,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Lightning Ridge (MPS),1185K2310, ,Hospital,0012850L,Lot 25 Pandora ST,Lightning Ridge 2834,3,Remote,24.1,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Lourdes Dubbo,1185K7510, ,Hospital,0012840T,110 Cobbora RD,Dubbo 2830,1,Inner Regional,34,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other
NSW,Bathurst,1185L2010, ,Hospital,0010650T,361 Howick ST,Bathurst 2795,1,Inner Regional,115.4,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote
NSW,Blayney (MPS),1185L2020, ,Hospital,0010720W,3 Osman ST,Blayney 2799,1,Inner Regional,25.1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Canowindra,1185L2030, ,Hospital,0010890Y,1 Browns AV,Canowindra 2804,1,Inner Regional,18.6,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
NSW,Condobolin,1185L2050, ,Hospital,0010990W,1 Madline ST,Condobolin 2877,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Cowra,1185L2060, ,Hospital,0011090A,64 Liverpool ST,Cowra 2794,1,Inner Regional,32.1,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
NSW,Cudal,1185L2070, ,Hospital, ,Cnr Cargo and Toogong Streets,Cudal 2864,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
NSW,Eugowra (MPS),1185L2080, ,Hospital,0011200K,1 Cooper ST,Eugowra 2806,2,Outer Regional,12.2,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Forbes,1185L2090, ,Hospital,0011220H,Lot 1 Elgin ST,Forbes 2871,2,Outer Regional,36,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Grenfell (MPS),1185L2100, ,Hospital,0011320B,80-96 Cowra RD,Grenfell 2810,2,Outer Regional,34,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
NSW,Molong,1185L2140, ,Hospital,0011750B,130 King ST,Molong 2866,1,Inner Regional,27,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
NSW,Oberon (MPS),1185L2150, ,Hospital,0011910B,67-73 North ST,Oberon 2787,1,Inner Regional,30,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
NSW,Orange Health Service,1185L2160, ,Hospital,0011920A,1502 Forest RD,Orange 2800,1,Inner Regional,318.8,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
NSW,Parkes,1185L2170, ,Hospital,0011940X,18 Coleman RD,Parkes 2870,2,Outer Regional,35.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute
NSW,Peak Hill,1185L2180, ,Hospital,0011950W,111 Newell HWY,Peak Hill 2869,2,Outer Regional,13.4,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Trundle (MPS),1185L2190, ,Hospital,0012580X,44 Brookview ST,Trundle 2875,2,Outer Regional,11,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
NSW,Rylstone (MPS),1185L2210, ,Hospital,0012010J,24 Fitzgerald ST,Rylstone 2849,2,Outer Regional,26,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Tottenham (MPS),1185L2230, ,Hospital,0012150X,Lot 10 Moondana ST,Tottenham 2873,3,Remote,3.6,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Tullamore (MPS),1185L2240, ,Hospital,0012170T,1 Hinkler ST,Tullamore 2874,2,Outer Regional,3.9,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Menindee Health Service,1186K1010, ,Hospital, ,Perry ST,Menindee 2879,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,E2,Multi-purpose services
NSW,Balranald (MPS),1186M2020, ,Hospital,0010590K,41-43 Court ST,Balranald 2715,2,Outer Regional,8,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
NSW,Wentworth,1186M2160, ,Hospital,0012360J,1 Silver City HWY,Wentworth 2648,2,Outer Regional,20,VS,Very small public,Yes,No,No,No,G,Un-peered and other
NSW,Broken Hill,1186S2010, ,Hospital,0010830K,176 Thomas ST,Broken Hill 2880,2,Outer Regional,95.8,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
NSW,Ivanhoe,1186S2020, ,Hospital,0011490H,1 Columbus ST,Ivanhoe 2878,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
NSW,Tibooburra,1186S2030, ,Hospital,0012120B,1 Sturt ST,Tibooburra 2880,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
NSW,Wilcannia (MPS),1186S2040, ,Hospital,0012380F,14 Ross ST,Wilcannia 2836,4,Very remote,8,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
NSW,Thomas Walker,1470A2360, ,Hospital, ,Hospital RD,Concord Repatriation Hospital 2139,0,Major Cities,16.3,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Cumberland,1474D1020, ,Hospital, ,1-11 Hainsworth ST,Westmead 2145,0,Major Cities,310.3,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Macquarie,1476B1010, ,Hospital, ,1 Wicks RD,North Ryde 2113,0,Major Cities,193.9,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Coral Tree Family Centre,1476B2410, ,Hospital, ,Pacific HWY,North Ryde 2113,0,Major Cities,10,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Morisset,1480Q1010, ,Hospital, ,143 Dora ST,Morisset 2264,0,Major Cities,129.6,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Hunter New England Mater Mental Health Service,1480Q1020, ,Hospital, ,72 Watt ST,Newcastle 2300,0,Major Cities,119.9,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NSW,Kenmore,1483N1010, ,Hospital, ,Taralga RD,Goulburn 2580,1,Inner Regional,54,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
NT,Royal Darwin Hospital,717100071, ,Hospital, ,Rocklands DV,Tiwi 810,2,Outer Regional,367,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
NT,Alice Springs Hospital,717100072, ,Hospital, ,Gap RD,Alice Springs 870,3,Remote,183,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
NT,Tennant Creek Hospital,717100073, ,Hospital, ,Schmidt ST,Tennant Creek 860,4,Very remote,20,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute
NT,Katherine Hospital,717100074, ,Hospital, ,Gorge RD,Katherine 850,3,Remote,60,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute
NT,Gove Hospital,717100075, ,Hospital, ,Mathew Flinders WAY,Nhulunbuy 880,4,Very remote,34,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute
QLD,MATER ADULT HOSPITAL,310000001, ,Hospital, ,Raymond Terrace,South Brisbane 4101,0,Major Cities,262,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,MATER CHILDREN'S HOSPITAL,310000002, ,Hospital, ,Raymond Terrace,South Brisbane 4101,0,Major Cities,161,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens
QLD,MATER MOTHERS' HOSPITAL,310000003, ,Hospital, ,Raymond Terrace,South Brisbane 4101,0,Major Cities,128,W1,Womens,Yes,No,Yes,Yes,A2,Specialist womens and childrens
QLD,THE PRINCE CHARLES HOSPITAL,310000004, ,Hospital, ,Rode Road,Chermside 4032,0,Major Cities,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,ROYAL CHILDREN'S HOSPITAL,310000007, ,Hospital, ,Herston Road,Herston 4006,0,Major Cities,201,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens
QLD,PRINCESS ALEXANDRA HOSPITAL,310000011, ,Hospital, ,199 Ipswich Road,Woolloongabba 4102,0,Major Cities,944,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,IPSWICH HOSPITAL,310000015, ,Hospital, ,Chelmsford Avenue,Ipswich 4305,0,Major Cities,341,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,REDCLIFFE HOSPITAL,310000016, ,Hospital, ,Anzac Avenue,Redcliffe 4020,0,Major Cities,352,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,ELLEN BARRON FAMILY CENTRE,310000017, ,Hospital, ,Hamilton Road,Chermside 4032,0,Major Cities,48,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft
QLD,QUEEN ELIZABETH II JUBILEE HOSPITAL,310000022, ,Hospital, ,Corner of Kessels and Troughton Roads,Coopers Plains 4108,0,Major Cities,165,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,WYNNUM HOSPITAL,310000024, ,Hospital, ,Whites Road,Lota 4179,0,Major Cities,21,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other
QLD,MARIE ROSE CENTRE,310000025, ,Hospital, ,Corner of Petrie Street and Oxley Parade,Dunwich 4183,2,Outer Regional,0,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,REDLAND HOSPITAL,310000028, ,Hospital, ,Weippin Street,Cleveland 4163,0,Major Cities,151,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities
QLD,LOGAN HOSPITAL,310000029, ,Hospital, ,Corner of Armstrong and Loganlea Roads,Meadowbrook 4131,0,Major Cities,332,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,CABOOLTURE HOSPITAL,310000030, ,Hospital, ,McKean Street,Caboolture 4510,0,Major Cities,223,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,BEAUDESERT HOSPITAL,310000041, ,Hospital, ,64 Tina Street,Beaudesert 4285,1,Inner Regional,22,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute
QLD,BOONAH HOSPITAL,310000042, ,Hospital, ,11-17 Leonard Street,Boonah 4310,1,Inner Regional,23,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,CALOUNDRA HOSPITAL,310000043, ,Hospital, ,West Terrace,Caloundra 4551,0,Major Cities,88,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
QLD,ESK HOSPITAL,310000044, ,Hospital, ,30 Highland Street,Esk 4312,1,Inner Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,GATTON HOSPITAL,310000045, ,Hospital, ,97-103 William Street,Gatton 4343,1,Inner Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,KILCOY HOSPITAL,310000046, ,Hospital, ,19 Brown Street,Kilcoy 4515,1,Inner Regional,21,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,LAIDLEY HOSPITAL,310000047, ,Hospital, ,75 William Street,Laidley 4341,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,MALENY HOSPITAL,310000048, ,Hospital, ,Bean Street,Maleny 4552,1,Inner Regional,24,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,NAMBOUR HOSPITAL,310000049, ,Hospital, ,Hospital Road,Nambour 4560,0,Major Cities,441,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,GOLD COAST HOSPITAL,310000050, ,Hospital, ,1 Hospital Boulevard,Southport 4215,0,Major Cities,570,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,BIGGENDEN HOSPITAL,310000061, ,Hospital, ,Alice Street,Biggenden 4621,2,Outer Regional,7,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,BUNDABERG HOSPITAL,310000062, ,Hospital, ,Bourbong Street,Bundaberg 4670,1,Inner Regional,243,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,CHERBOURG HOSPITAL,310000063, ,Hospital, ,Fisher Street,Cherbourg 4605,2,Outer Regional,17,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,CHILDERS HOSPITAL,310000064, ,Hospital, ,44 Broadhurst Street,Childers 4660,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,EIDSVOLD HOSPITAL,310000065, ,Hospital, ,Cracow Road,Eidsvold 4627,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,GAYNDAH HOSPITAL,310000066, ,Hospital, ,69 Warton Street,Gayndah 4625,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,GIN GIN HOSPITAL,310000067, ,Hospital, ,5 King Street,Gin Gin 4671,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,GYMPIE HOSPITAL,310000068, ,Hospital, ,12 Henry Street,Gympie 4570,1,Inner Regional,89,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
QLD,HERVEY BAY HOSPITAL,310000069, ,Hospital, ,Corner of Nissen and Uraween Roads,Pialba 4655,1,Inner Regional,151,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,KINGAROY HOSPITAL,310000070, ,Hospital, ,166 Youngman Street,Kingaroy 4610,1,Inner Regional,47,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
QLD,MARYBOROUGH HOSPITAL,310000071, ,Hospital, ,185 Walker Street,Maryborough 4650,1,Inner Regional,98,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
QLD,MONTO HOSPITAL,310000072, ,Hospital, ,35 Flinders Street,Monto 4630,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,MOUNT PERRY HEALTH CENTRE,310000073, ,Hospital, ,150 Heussman Street,Mount Perry 4671,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,MUNDUBBERA HOSPITAL,310000074, ,Hospital, ,96 Leichhardt Street,Mundubbera 4626,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,MURGON HOSPITAL,310000075, ,Hospital, ,Coronation Drive,Murgon 4605,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,NANANGO HOSPITAL,310000076, ,Hospital, ,135 Brisbane Street,Nanango 4615,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,WONDAI HOSPITAL,310000077, ,Hospital, ,Bramston Street,Wondai 4606,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,CHINCHILLA HOSPITAL,310000091, ,Hospital, ,Slessar Street,Chinchilla 4413,2,Outer Regional,26,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,DALBY HOSPITAL,310000092, ,Hospital, ,Hospital Road,Dalby 4405,1,Inner Regional,46,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2)
QLD,GOONDIWINDI HOSPITAL,310000093, ,Hospital, ,Bowen Street,Goondiwindi 4390,2,Outer Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,INGLEWOOD HOSPITAL,310000094, ,Hospital, ,Cunningham Highway,Inglewood 4387,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,JANDOWAE HOSPITAL,310000095, ,Hospital, ,13 Dalby Street,Jandowae 4410,2,Outer Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,MILES HOSPITAL,310000097, ,Hospital, ,26 Colamba Street,Miles 4415,2,Outer Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,MILLMERRAN HOSPITAL,310000098, ,Hospital, ,50 Commens Street,Millmerran 4357,1,Inner Regional,11,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,OAKEY HOSPITAL,310000099, ,Hospital, ,Corner Beale and Fitzpatrick Streets,Oakey 4401,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,STANTHORPE HOSPITAL,310000100, ,Hospital, ,8 McGregor Terrace,Stanthorpe 4380,2,Outer Regional,46,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,TARA HOSPITAL,310000101, ,Hospital, ,15 Bilton Street,Tara 4421,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,TAROOM HOSPITAL,310000102, ,Hospital, ,Miller Street,Taroom 4420,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,TEXAS HOSPITAL,310000103, ,Hospital, ,Mingoola Road,Texas 4385,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,TOOWOOMBA HOSPITAL,310000104, ,Hospital, ,Pechey Street,Toowoomba 4350,1,Inner Regional,305,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,WARWICK HOSPITAL,310000105, ,Hospital, ,56 Locke Street,Warwick 4370,1,Inner Regional,66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2)
QLD,WANDOAN HOSPITAL,310000106, ,Hospital, ,14 Henderson Road,Wandoan 4419,3,Remote,2,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,AUGATHELLA HOSPITAL,310000111, ,Hospital, ,Cavanagh Street,Augathella 4477,4,Very remote,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,CHARLEVILLE HOSPITAL,310000112, ,Hospital, ,72 King Street,Charleville 4470,4,Very remote,30,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute
QLD,CUNNAMULLA HOSPITAL,310000113, ,Hospital, ,56 Wicks Street,Cunnamulla 4490,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
