LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
18550,Wyong (A),99,236,"24,024",256,"6,168",213,"2,620","1,492",<20,"8,404","13,889","11,818","11,350","1,572","6,440",754,"2,766",67,"40,824",72,<20,62,72,219,<20,"1,272","1,201"
18710,Yass Valley (A),<20,<20,"1,253",<20,293,<20,84,276,<20,349,858,688,482,67,187,28,132,<20,"1,882",<20,<20,<20,<20,<20,<20,22,52
18750,Young (A),<20,<20,"1,769",<20,389,<20,155,185,<20,719,"1,147",941,857,77,430,99,237,<20,"3,025",<20,<20,<20,<20,<20,<20,99,34
19399,Unincorporated NSW,<20,<20,212,<20,26,<20,<20,25,<20,57,99,71,82,<20,53,<20,<20,<20,304,<20,<20,<20,<20,<20,<20,<20,<20
20110,Alpine (S),<20,<20,"2,078",<20,354,<20,139,302,<20,475,872,667,740,195,336,62,109,<20,"2,966",<20,<20,<20,<20,<20,<20,34,39
20260,Ararat (RC),<20,<20,"1,758",<20,350,<20,163,211,<20,694,878,689,854,206,438,65,137,<20,"2,957",<20,<20,<20,<20,<20,<20,83,35
20570,Ballarat (C),27,33,"11,578",272,"3,232",136,"1,430",994,<20,"5,334","8,042","6,676","9,201","3,272","3,496",461,"1,486",50,"21,296",45,<20,37,43,142,<20,833,"2,203"
20660,Banyule (C),<20,22,"13,046",303,"2,955",118,872,"2,238",<20,"3,761","6,134","5,496","7,594","3,055","2,671",342,782,33,"19,523",46,36,30,20,125,<20,306,"1,876"
20740,Bass Coast (S),<20,<20,"5,802",42,978,22,365,741,<20,"1,689","2,494","2,016","2,498",651,"1,262",183,454,<20,"8,915",<20,<20,<20,21,51,<20,189,117
20830,Baw Baw (S),<20,<20,"5,885",62,"1,309",65,456,772,<20,"1,820","3,610","3,038","3,134",968,"1,257",188,571,21,"9,462",<20,<20,<20,<20,59,<20,239,296
20910,Bayside (C),<20,<20,"7,809",124,"1,359",45,295,"2,878",<20,"1,683","2,442","2,159","3,010","1,134","1,097",82,288,<20,"10,527",<20,<20,<20,<20,60,<20,98,695
21010,Benalla (RC),<20,<20,"2,307",<20,483,23,200,278,<20,789,"1,121",937,"1,042",242,479,58,217,<20,"3,771",<20,<20,<20,<20,26,<20,108,55
21110,Boroondara (C),<20,<20,"10,286",378,"2,151",79,395,"4,711",<20,"2,269","3,761","3,363","6,370","2,922","1,759",131,248,<20,"13,793",<20,37,<20,<20,83,<20,115,"2,337"
21180,Brimbank (C),20,24,"19,643",484,"8,242",291,"3,745",884,<20,"7,937","17,132","15,027","20,737","5,660","10,463","1,505","2,790",174,"38,610",87,120,154,146,382,<20,"1,078","3,387"
21270,Buloke (S),<20,<20,"1,120",<20,232,<20,106,181,<20,356,439,322,405,110,181,24,43,<20,"1,701",<20,<20,<20,<20,<20,<20,25,25
21370,Campaspe (S),<20,36,"5,772",33,"1,260",39,487,664,<20,"1,825","3,133","2,481","2,668",674,"1,175",166,569,<20,"9,266",<20,<20,23,28,49,<20,231,170
21450,Cardinia (S),<20,<20,"6,742",118,"2,012",114,668,715,<20,"2,261","7,646","6,506","5,817","1,481","2,138",438,"1,223",21,"11,901",33,<20,<20,<20,79,<20,348,603
21610,Casey (C),<20,40,"20,115",413,"7,751",291,"3,267","1,366",37,"8,954","26,377","22,091","22,263","5,738","8,310","1,846","3,143",88,"39,289",110,103,65,48,331,<20,"1,414","3,259"
21670,Central Goldfields (S),<20,<20,"2,895",<20,679,<20,335,140,<20,"1,169","1,125",904,"1,343",356,621,92,201,<20,"4,891",<20,<20,<20,<20,43,<20,140,53
21750,Colac-Otway (S),<20,<20,"2,925",24,549,24,209,408,<20,"1,095","1,695","1,310","1,714",508,694,94,233,<20,"4,766",<20,<20,<20,<20,30,<20,163,85
21830,Corangamite (S),<20,<20,"2,188",<20,478,<20,165,362,<20,732,"1,241",938,"1,133",396,420,82,163,<20,"3,505",<20,<20,<20,<20,35,<20,58,69
21890,Darebin (C),43,51,"16,430",837,"4,622",126,"1,621","1,194",<20,"6,002","7,526","6,700","10,899","3,866","4,980",533,977,53,"26,733",49,34,99,42,115,<20,474,"2,535"
22110,East Gippsland (S),<20,50,"8,246",48,"1,656",48,700,967,<20,"2,696","3,464","2,790","3,829",888,"1,840",265,594,47,"13,024",21,<20,22,25,78,<20,314,175
22170,Frankston (C),<20,28,"14,234",259,"3,465",152,"1,307","1,081",<20,"5,893","11,415","9,942","10,241","2,641","5,052",572,"2,105",40,"26,054",68,<20,<20,24,180,<20,797,"1,323"
22250,Gannawarra (S),<20,<20,"1,962",<20,340,<20,151,205,<20,566,840,621,747,200,300,41,125,<20,"2,923",<20,<20,<20,<20,<20,<20,48,31
22310,Glen Eira (C),<20,<20,"12,029",278,"2,658",79,623,"2,522",<20,"3,011","5,216","4,477","6,356","2,239","2,275",299,396,<20,"16,984",30,48,20,<20,94,<20,169,"1,528"
22410,Glenelg (S),<20,24,"2,771",<20,711,21,318,291,<20,"1,085","1,469","1,311","1,474",360,823,101,237,<20,"4,894",<20,<20,<20,<20,30,<20,144,67
22490,Golden Plains (S),<20,<20,"1,720",20,622,29,255,206,<20,676,"1,658","1,327","1,352",390,483,65,153,<20,"3,041",<20,<20,<20,<20,<20,<20,79,108
22620,Greater Bendigo (C),31,55,"12,992",275,"3,505",131,"1,508","1,095",<20,"5,639","8,995","7,478","9,366","3,147","3,770",563,"1,761",51,"23,541",51,<20,42,58,137,<20,775,"2,027"
22670,Greater Dandenong (C),<20,<20,"16,944",303,"5,115",189,"2,685",744,25,"7,683","13,788","11,812","16,230","4,312","7,524","1,521","1,673",120,"32,046",59,154,71,53,321,<20,872,"2,799"
22750,Greater Geelong (C),33,75,"29,194",493,"7,227",319,"2,745","2,659",21,"9,584","16,095","13,848","18,287","5,911","7,973",894,"2,765",126,"48,004",99,<20,62,61,312,<20,"1,419","3,267"
22830,Greater Shepparton (C),41,86,"7,362",59,"2,211",78,978,743,<20,"3,577","5,847","4,689","5,407","1,072","2,434",450,"1,097",<20,"14,007",<20,<20,25,36,62,<20,513,442
22910,Hepburn (S),<20,<20,"2,310",27,430,23,203,198,<20,869,"1,188",997,"1,270",358,555,87,182,<20,"3,769",<20,<20,<20,<20,36,<20,69,79
22980,Hindmarsh (S),<20,<20,976,<20,174,<20,91,178,<20,352,403,302,405,121,196,<20,53,<20,"1,571",<20,<20,<20,<20,<20,<20,23,<20
23110,Hobsons Bay (C),<20,<20,"9,414",191,"2,620",74,"1,039",846,<20,"3,002","5,141","4,701","6,030","1,713","2,856",435,713,45,"15,407",26,20,38,33,118,<20,352,914
23190,Horsham (RC),<20,<20,"2,641",22,550,30,189,432,<20,993,"1,603","1,244","1,426",441,547,111,253,<20,"4,360",<20,<20,<20,<20,<20,<20,115,111
23270,Hume (C),26,36,"14,702",276,"8,713",369,"4,916",794,<20,"8,292","18,388","16,147","18,904","4,416","8,233","2,263","2,393",85,"33,275",84,55,131,90,224,<20,"1,120","2,777"
23350,Indigo (S),<20,<20,"2,071",<20,379,<20,132,300,<20,502,"1,129",852,816,183,398,57,131,<20,"3,033",<20,<20,<20,<20,<20,<20,46,76
23430,Kingston (C),<20,<20,"17,643",269,"3,379",106,"1,091","2,121",<20,"4,470","8,111","6,988","7,909","2,711","3,224",301,883,47,"25,640",35,42,33,20,197,<20,303,"1,408"
23670,Knox (C),<20,<20,"16,118",255,"3,600",133,"1,068","1,502",<20,"4,286","10,340","8,869","10,106","3,455","3,657",449,"1,187",48,"24,306",60,47,24,<20,196,<20,494,"1,677"
23810,Latrobe (C),<20,52,"9,654",88,"2,885",130,"1,214",646,<20,"4,749","6,041","5,453","6,621","1,448","3,525",409,"1,424",54,"18,712",38,<20,33,50,112,<20,734,581
23940,Loddon (S),<20,<20,"1,326",<20,315,<20,174,157,<20,575,576,430,565,130,308,45,64,<20,"2,289",<20,<20,<20,<20,<20,<20,35,26
24130,Macedon Ranges (S),<20,<20,"4,211",44,928,58,289,684,<20,"1,122","2,612","2,270","2,428",805,878,90,335,<20,"6,359",21,<20,<20,<20,34,<20,138,280
24210,Manningham (C),<20,<20,"14,006",197,"2,735",81,722,"3,853",<20,"2,015","5,089","4,320","6,363","2,598","1,978",273,362,35,"17,875",25,68,23,<20,128,<20,138,"1,326"
24250,Mansfield (S),<20,<20,"1,211",<20,165,<20,67,167,<20,278,525,418,432,121,215,<20,62,<20,"1,729",<20,<20,<20,<20,<20,<20,<20,<20
24330,Maribyrnong (C),<20,<20,"6,056",407,"1,889",50,786,307,<20,"2,773","4,385","3,983","7,091","2,419","3,564",408,635,42,"11,600",<20,46,30,<20,134,<20,316,"1,680"
24410,Maroondah (C),<20,<20,"11,808",204,"2,174",103,620,"1,489",<20,"3,451","6,995","6,084","6,883","2,172","2,788",501,821,26,"17,953",41,23,<20,<20,105,<20,374,"1,083"
24600,Melbourne (C),59,<20,"3,036",597,652,<20,296,838,<20,"2,125","2,108","1,947","5,935","2,829","2,467",210,331,<20,"6,358",<20,31,<20,<20,70,<20,188,"2,741"
24650,Melton (C),<20,<20,"7,173",140,"4,321",225,"1,800",316,<20,"4,156","12,005","10,296","10,213","2,322","4,250",820,"2,023",51,"17,066",61,33,43,68,171,<20,725,"1,173"
24780,Mildura (RC),26,98,"6,922",54,"2,086",70,881,585,<20,"3,194","5,019","4,047","4,937",936,"2,330",374,967,<20,"12,807",28,<20,26,24,71,<20,494,338
24850,Mitchell (S),<20,<20,"3,542",38,"1,136",51,430,308,<20,"1,467","3,339","2,866","2,741",609,"1,233",169,541,<20,"6,488",31,<20,<20,<20,38,<20,241,209
24900,Moira (S),<20,<20,"5,095",21,"1,083",24,461,480,<20,"1,480","2,433","1,912","2,040",479,941,143,415,<20,"7,865",<20,<20,<20,<20,37,<20,153,105
24970,Monash (C),<20,<20,"20,539",357,"3,832",112,"1,121","3,943",<20,"3,983","8,583","7,339","10,296","4,388","3,236",426,636,72,"27,844",41,115,58,<20,216,<20,271,"2,799"
25060,Moonee Valley (C),<20,<20,"12,770",310,"3,208",80,"1,025","1,640",<20,"2,984","4,775","4,280","6,719","2,505","2,928",285,667,36,"18,486",28,26,39,<20,104,<20,237,"1,522"
25150,Moorabool (S),<20,<20,"3,021",32,946,32,390,307,<20,"1,080","2,358","2,010","2,105",596,814,102,386,<20,"5,253",<20,<20,<20,<20,53,<20,177,190
25250,Moreland (C),35,<20,"18,037",848,"5,469",138,"2,071","1,183",<20,"5,783","8,352","7,452","12,116","4,171","5,253",785,952,63,"28,647",39,31,106,65,146,<20,566,"2,970"
25340,Mornington Peninsula (S),<20,30,"23,130",205,"3,791",117,"1,276","3,429",<20,"5,410","10,285","8,657","8,881","2,514","3,939",478,"1,635",50,"33,374",71,<20,29,31,189,<20,565,934
25430,Mount Alexander (S),<20,<20,"2,863",48,441,<20,195,339,<20,"1,007","1,440","1,180","1,444",422,696,105,173,<20,"4,534",<20,<20,<20,<20,28,<20,71,77
25490,Moyne (S),<20,<20,"1,749",20,414,<20,155,365,<20,508,"1,287",947,"1,156",410,401,79,149,<20,"2,753",<20,<20,<20,<20,21,<20,57,100
25620,Murrindindi (S),<20,<20,"1,970",<20,341,<20,131,283,<20,625,964,775,841,227,396,62,112,<20,"3,050",<20,<20,<20,<20,23,<20,38,49
25710,Nillumbik (S),<20,<20,"3,868",121,"1,047",63,231,"1,044",<20,984,"2,804","2,421","2,997","1,257",864,75,262,<20,"5,664",<20,<20,<20,<20,45,<20,92,532
25810,Northern Grampians (S),<20,<20,"1,958",<20,443,<20,187,200,<20,930,926,762,881,257,444,50,150,<20,"3,433",<20,<20,<20,<20,25,<20,68,25
25900,Port Phillip (C),24,<20,"5,718",387,"1,273",<20,414,"1,287",<20,"3,499","2,388","2,211","4,709","1,460","2,724",138,378,<20,"10,835",28,24,<20,<20,85,<20,168,"1,101"
25990,Pyrenees (S),<20,<20,"1,267",<20,305,<20,153,112,<20,499,592,471,626,178,279,45,84,<20,"2,120",<20,<20,<20,<20,<20,<20,42,24
26080,Queenscliffe (B),<20,<20,578,<20,82,<20,25,172,<20,64,134,107,151,52,59,<20,21,<20,712,<20,<20,<20,<20,<20,<20,<20,<20
26170,South Gippsland (S),<20,<20,"4,090",<20,728,26,256,780,<20,"1,134","2,142","1,719","1,854",578,776,113,296,<20,"6,172",<20,<20,<20,<20,33,<20,122,110
26260,Southern Grampians (S),<20,<20,"2,317",<20,413,<20,179,343,<20,686,"1,249",930,"1,277",453,531,70,148,<20,"3,598",<20,<20,<20,<20,22,<20,101,82
26350,Stonnington (C),<20,<20,"6,159",328,"1,248",27,321,"2,006",<20,"1,856","1,840","1,718","3,945","1,589","1,727",84,256,<20,"9,137",<20,22,<20,<20,72,<20,130,"1,365"
26430,Strathbogie (S),<20,<20,"1,824",<20,370,<20,147,256,<20,483,676,537,611,152,281,47,110,<20,"2,698",<20,<20,<20,<20,<20,<20,39,26
26490,Surf Coast (S),<20,<20,"2,648",65,502,21,156,605,<20,629,"1,668","1,363","1,651",636,604,74,189,<20,"3,883",<20,<20,<20,<20,26,<20,71,261
26610,Swan Hill (RC),<20,40,"2,643",<20,658,34,274,315,<20,"1,067","1,831","1,445","1,679",356,697,132,363,<20,"4,582",<20,<20,<20,<20,<20,<20,128,57
26670,Towong (S),<20,<20,932,<20,173,<20,68,187,<20,251,428,310,359,63,182,32,54,<20,"1,391",<20,<20,<20,<20,<20,<20,25,<20
26700,Wangaratta (RC),<20,<20,"4,180",30,870,38,309,487,<20,"1,282","2,261","1,738","1,945",538,801,149,346,<20,"6,621",<20,<20,<20,<20,51,<20,183,156
26730,Warrnambool (C),<20,37,"4,123",68,922,36,305,429,<20,"1,423","2,639","2,104","2,776","1,109","1,132",155,453,22,"6,983",<20,<20,<20,<20,56,<20,210,492
26810,Wellington (S),<20,<20,"5,636",23,"1,477",59,601,593,<20,"2,043","3,135","2,655","3,147",924,"1,422",202,534,27,"9,553",<20,<20,<20,<20,52,<20,251,183
26890,West Wimmera (S),<20,<20,669,<20,107,<20,40,112,<20,186,275,206,201,56,93,<20,27,<20,976,<20,<20,<20,<20,<20,<20,<20,<20
26980,Whitehorse (C),<20,<20,"18,171",363,"3,022",115,787,"3,285",<20,"3,757","7,209","6,384","9,262","3,835","2,962",394,561,37,"24,591",29,91,27,<20,163,<20,269,"2,263"
27070,Whittlesea (C),26,34,"16,078",287,"7,195",213,"2,950",909,<20,"7,166","15,709","13,371","14,213","4,073","5,562","1,209","2,063",95,"30,493",78,58,124,84,173,<20,759,"2,477"
27170,Wodonga (RC),<20,23,"3,804",61,"1,209",47,475,300,<20,"1,595","3,428","2,888","2,827",605,"1,276",151,759,<20,"7,183",<20,<20,<20,<20,45,<20,278,382
27260,Wyndham (C),21,41,"10,045",356,"4,934",232,"1,903",782,35,"4,583","18,486","16,204","16,094","3,591","6,099","1,450","2,671",43,"21,650",79,52,42,53,200,<20,985,"1,831"
27350,Yarra (C),<20,<20,"5,155",681,"1,283",33,573,815,<20,"2,997","2,663","2,478","5,656","2,257","2,886",257,588,<20,"10,290",<20,44,<20,<20,98,<20,195,"1,751"
27450,Yarra Ranges (S),<20,34,"14,847",253,"3,353",151,978,"1,612",<20,"4,920","11,204","9,389","9,395","2,879","3,670",456,"1,410",56,"24,051",59,<20,20,36,194,<20,528,"1,176"
27630,Yarriambiack (S),<20,<20,"1,172",<20,300,<20,142,204,<20,503,484,383,426,120,201,34,71,<20,"1,982",<20,<20,<20,<20,<20,<20,25,27
29399,Unincorporated Vic,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,26,<20,<20,<20,<20,<20,28,<20,<20,<20,<20,<20,<20,<20,<20
30250,Aurukun (S),<20,66,46,<20,27,<20,21,<20,<20,62,193,181,355,<20,276,48,46,<20,211,<20,<20,<20,<20,<20,<20,32,<20
30300,Balonne (S),<20,44,376,<20,89,<20,38,83,<20,155,461,363,362,27,162,25,101,<20,709,<20,<20,<20,<20,<20,<20,37,<20
30370,Banana (S),<20,<20,"1,087",<20,259,<20,79,283,<20,345,847,841,615,68,284,46,149,<20,"1,760",<20,<20,<20,<20,<20,<20,52,<20
30410,Barcaldine (R),<20,<20,343,<20,48,<20,<20,38,<20,67,233,198,139,<20,64,<20,39,<20,492,<20,<20,<20,<20,<20,<20,<20,<20
30450,Barcoo (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,<20
30760,Blackall Tambo (R),<20,<20,264,<20,55,<20,25,25,<20,92,151,111,68,<20,32,<20,27,<20,431,<20,<20,<20,<20,<20,<20,<20,<20
30900,Boulia (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,33,32,60,<20,40,<20,<20,<20,47,<20,<20,<20,<20,<20,<20,<20,<20
31000,Brisbane (C),508,474,"81,503","3,300","16,642",621,"5,479","13,774",65,"28,359","53,540","47,077","57,330","16,353","25,361","2,970","7,542",202,"132,376",295,187,145,137,899,<20,"4,059","17,325"
31750,Bulloo (S),<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,<20
31820,Bundaberg (R),30,170,"15,082",148,"4,282",118,"1,972","1,098",<20,"5,470","7,752","6,615","7,964","1,124","4,559",617,"1,641",103,"26,259",58,<20,70,107,170,<20,"1,004",435
31900,Burdekin (S),<20,49,"2,213",<20,449,<20,192,352,<20,654,"1,166","1,002","1,002",84,646,90,272,<20,"3,582",<20,<20,<20,<20,<20,<20,118,27
31950,Burke (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,26,41,<20,28,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
32070,Cairns (R),249,831,"12,692",401,"3,402",140,"1,432","1,529",<20,"6,325","14,996","12,943","14,162","1,414","8,128","1,131","3,506",22,"26,346",89,<20,30,33,200,<20,"1,432",895
32250,Carpentaria (S),<20,47,162,<20,31,<20,<20,<20,<20,97,188,179,304,<20,173,32,63,<20,368,<20,<20,<20,<20,<20,<20,46,<20
32260,Cassowary Coast (R),27,141,"3,422",<20,760,28,351,541,<20,"1,320","2,401","1,980","2,061",192,"1,347",179,534,<20,"6,174",<20,<20,<20,24,39,<20,230,49
32270,Central Highlands (R),<20,43,"1,060",<20,385,<20,131,155,<20,487,"1,371","1,480","1,073",90,525,71,279,<20,"2,127",<20,<20,<20,<20,<20,<20,109,35
32310,Charters Towers (R),<20,59,"1,474",<20,317,<20,150,125,<20,514,909,844,943,56,543,78,217,<20,"2,485",<20,<20,<20,<20,<20,<20,121,<20
32330,Cherbourg (S),<20,60,46,<20,36,<20,33,<20,<20,124,216,210,266,<20,155,20,110,<20,346,<20,<20,<20,<20,<20,<20,50,<20
32450,Cloncurry (S),<20,31,151,<20,33,<20,<20,<20,<20,76,191,190,214,<20,137,<20,59,<20,329,<20,<20,<20,<20,<20,<20,26,<20
32500,Cook (S),<20,66,411,<20,79,<20,48,33,<20,261,383,328,553,23,401,51,87,<20,878,<20,<20,<20,<20,<20,<20,59,<20
32600,Croydon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,28,24,38,<20,<20,<20,<20,<20,38,<20,<20,<20,<20,<20,<20,<20,<20
32750,Diamantina (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
32770,Doomadgee (S),<20,47,25,<20,21,<20,<20,<20,<20,48,218,202,292,<20,155,65,56,<20,172,<20,<20,<20,<20,<20,<20,<20,<20
33100,Etheridge (S),<20,<20,78,<20,<20,<20,<20,<20,<20,33,58,49,47,<20,26,<20,<20,<20,132,<20,<20,<20,<20,<20,<20,<20,<20
33200,Flinders (S),<20,<20,162,<20,30,<20,<20,33,<20,65,126,105,108,<20,66,<20,25,<20,281,<20,<20,<20,<20,<20,<20,<20,<20
33220,Fraser Coast (R),43,187,"18,095",200,"5,478",110,"2,638","1,094",<20,"7,526","8,754","7,594","8,632","1,306","5,076",739,"1,882",125,"32,385",49,<20,71,87,189,<20,"1,095",453
33360,Gladstone (R),<20,65,"3,856",<20,"1,167",47,405,419,<20,"1,583","2,953","3,323","2,700",236,"1,540",195,673,<20,"7,134",<20,<20,<20,22,52,<20,318,85
33430,Gold Coast (C),181,199,"54,522","1,746","12,538",397,"5,009","6,582",21,"16,136","40,716","34,083","37,074","6,774","18,573","2,343","6,778",177,"89,774",230,57,118,103,754,<20,"3,031","6,324"
33610,Goondiwindi (R),<20,23,"1,124",<20,295,<20,119,205,<20,433,923,755,633,89,251,47,178,<20,"1,928",<20,<20,<20,<20,<20,<20,55,<20
33620,Gympie (R),<20,53,"7,356",88,"2,193",49,"1,121",626,<20,"3,817","4,408","3,751","4,214",574,"2,282",393,893,62,"14,066",27,<20,36,56,86,<20,509,204
33800,Hinchinbrook (S),<20,28,"1,897",<20,355,<20,133,289,<20,494,719,580,778,93,524,60,111,<20,"2,821",<20,<20,<20,<20,<20,<20,78,<20
33830,Hope Vale (S),<20,45,36,<20,<20,<20,<20,<20,<20,43,123,117,239,<20,160,25,37,<20,145,<20,<20,<20,<20,<20,<20,24,<20
33960,Ipswich (C),119,300,"13,918",389,"5,325",251,"2,194",821,<20,"8,800","18,513","16,202","14,202","1,921","6,540","1,210","4,061",52,"31,838",67,20,40,92,143,<20,"1,714","1,434"
33980,Isaac (R),<20,<20,480,<20,176,<20,36,96,<20,205,652,879,464,42,233,27,159,<20,953,<20,<20,<20,<20,<20,<20,49,<20
34420,Kowanyama (S),<20,67,41,<20,27,<20,25,<20,<20,76,163,149,242,<20,168,27,59,<20,225,<20,<20,<20,<20,<20,<20,35,<20
34570,Lockhart River (S),<20,28,23,<20,<20,<20,<20,<20,<20,27,90,82,143,<20,88,<20,25,<20,104,<20,<20,<20,<20,<20,<20,22,<20
34580,Lockyer Valley (R),<20,47,"4,025",64,"1,353",26,627,338,<20,"2,107","3,351","2,838","2,804",565,"1,249",227,672,26,"8,028",23,<20,<20,50,38,<20,282,484
34590,Logan (C),122,287,"23,837",570,"8,177",295,"3,546","1,296",24,"12,506","29,276","24,775","23,744","3,353","10,936","2,013","5,883",118,"49,954",145,79,102,134,355,<20,"2,651","2,576"
34710,Longreach (R),<20,<20,294,<20,59,<20,23,53,<20,102,303,238,192,20,106,<20,54,<20,503,<20,<20,<20,<20,<20,<20,<20,<20
34770,Mackay (R),21,175,"8,860",70,"2,246",68,833,"1,294",<20,"2,795","6,147","6,200","5,434",617,"2,948",300,"1,396",37,"14,920",56,<20,35,47,120,<20,622,238
34800,McKinlay (S),<20,<20,38,<20,<20,<20,<20,<20,<20,<20,48,31,30,<20,<20,<20,<20,<20,60,<20,<20,<20,<20,<20,<20,<20,<20
34830,Mapoon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,23,<20,<20,<20,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,<20
34860,Maranoa (R),<20,32,920,<20,209,<20,88,265,<20,364,845,693,542,74,208,43,147,<20,"1,608",<20,<20,<20,<20,<20,<20,48,<20
35010,Moreton Bay (R),114,331,"41,731",710,"11,940",394,"4,433","3,499",26,"15,341","33,771","29,199","26,820","4,345","13,009","2,052","6,560",170,"73,998",170,38,141,163,501,<20,"2,964","2,717"
35250,Mornington (S),<20,40,47,<20,<20,<20,<20,<20,<20,39,190,177,265,<20,164,42,53,<20,183,<20,<20,<20,<20,<20,<20,<20,<20
35300,Mount Isa (C),<20,151,838,<20,222,<20,91,62,<20,466,"1,288","1,364","1,404",52,827,97,412,<20,"1,960",<20,<20,<20,<20,<20,<20,188,<20
35600,Murweh (S),<20,29,484,<20,88,<20,35,58,<20,155,391,304,324,46,137,29,90,<20,791,<20,<20,<20,<20,<20,<20,32,<20
35670,Napranum (S),<20,29,31,<20,23,<20,20,<20,<20,56,142,140,236,<20,168,21,32,<20,168,<20,<20,<20,<20,<20,<20,31,<20
35760,North Burnett (R),<20,25,"1,503",<20,351,<20,144,285,<20,567,818,670,763,119,335,56,133,<20,"2,480",<20,<20,<20,<20,<20,<20,56,<20
35780,Northern Peninsula Area (R),<20,107,70,<20,<20,<20,<20,<20,<20,49,368,330,459,<20,236,72,119,<20,289,<20,<20,<20,<20,<20,<20,82,<20
35790,Palm Island (S),<20,86,52,<20,35,<20,34,<20,<20,138,310,287,646,<20,354,51,115,<20,392,<20,<20,<20,<20,<20,<20,118,<20
35800,Paroo (S),<20,30,194,<20,39,<20,24,30,<20,130,154,133,172,<20,104,<20,49,<20,419,<20,<20,<20,<20,<20,<20,23,<20
36070,Pormpuraaw (S),<20,40,31,<20,<20,<20,<20,<20,<20,38,95,86,181,<20,130,21,25,<20,122,<20,<20,<20,<20,<20,<20,<20,<20
36150,Quilpie (S),<20,<20,60,<20,<20,<20,<20,26,<20,28,59,41,30,<20,<20,<20,<20,<20,107,<20,<20,<20,<20,<20,<20,<20,<20
36250,Redland (C),26,66,"16,007",221,"3,614",119,"1,254","1,776",<20,"4,597","9,378","7,953","7,375","1,538","3,435",436,"1,586",54,"25,046",62,20,43,52,156,<20,648,891
36300,Richmond (S),<20,<20,71,<20,<20,<20,<20,<20,<20,<20,64,50,45,<20,23,<20,<20,<20,110,<20,<20,<20,<20,<20,<20,<20,<20
36360,Rockhampton (R),55,311,"12,228",104,"3,020",120,"1,097","1,054",<20,"4,809","8,110","7,455","7,354",914,"3,985",547,"1,906",71,"21,538",67,<20,30,58,120,<20,886,473
36510,Scenic Rim (R),<20,36,"4,872",68,"1,255",35,504,725,<20,"1,656","3,170","2,672","2,453",396,"1,310",196,582,23,"8,236",22,<20,<20,21,50,<20,209,152
36580,Somerset (R),<20,31,"2,960",25,975,26,446,262,<20,"1,623","2,179","1,894","1,620",216,908,167,456,<20,"5,961",<20,<20,27,41,25,<20,165,89
36630,South Burnett (R),<20,72,"5,092",38,"1,631",26,801,433,<20,"2,454","2,850","2,480","2,614",351,"1,296",285,575,32,"9,445",<20,<20,24,42,58,<20,334,63
36660,Southern Downs (R),<20,56,"5,427",39,"1,330",22,540,606,<20,"2,103","3,248","2,610","2,583",438,"1,222",265,589,29,"9,286",<20,<20,20,29,47,<20,288,98
36710,Sunshine Coast (R),92,142,"43,783","1,008","8,990",223,"3,328","5,798",<20,"12,151","24,980","20,651","22,104","4,362","11,322","1,473","3,940",146,"68,407",165,<20,95,102,556,<20,"2,004","2,890"
36810,Tablelands (R),36,212,"6,381",55,"1,175",23,551,809,<20,"2,222","3,889","3,311","3,919",344,"2,551",322,888,26,"10,899",<20,<20,24,40,67,<20,443,107
36910,Toowoomba (R),80,241,"18,092",284,"4,099",111,"1,526","2,277",<20,"6,888","12,118","10,288","8,757","1,699","3,635",764,"2,280",47,"30,675",53,<20,59,75,154,<20,958,963
36950,Torres (S),29,140,118,<20,52,<20,36,<20,<20,82,371,326,395,<20,176,53,86,<20,354,<20,<20,<20,<20,<20,<20,55,<20
36960,Torres Strait Island (R),64,346,182,<20,52,<20,45,<20,<20,72,637,556,782,<20,331,114,198,<20,559,<20,<20,<20,<20,<20,<20,92,<20
