LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
18550,Wyong (A),93,175,"23,838",206,"6,117",224,"2,564","1,494",<20,"8,335","13,898","11,894","11,443","1,661","6,339",760,"2,820",76,"40,515",64,<20,67,76,225,<20,"1,254",926
18710,Yass Valley (A),<20,<20,"1,256",<20,285,<20,78,282,<20,348,841,692,488,80,178,26,120,<20,"1,874",<20,<20,<20,<20,<20,<20,32,36
18750,Young (A),<20,<20,"1,744",<20,381,<20,154,187,<20,728,"1,133",929,899,92,437,98,241,<20,"3,014",<20,<20,<20,<20,<20,<20,98,40
19399,Unincorporated NSW,<20,<20,216,<20,26,<20,<20,23,<20,57,71,63,83,<20,53,<20,<20,<20,308,<20,<20,<20,<20,<20,<20,<20,<20
20110,Alpine (S),<20,<20,"2,061",<20,347,<20,136,302,<20,474,869,662,759,210,360,54,108,<20,"2,972",<20,<20,<20,<20,21,<20,40,58
20260,Ararat (RC),<20,<20,"1,748",<20,352,<20,158,209,<20,697,887,708,863,236,435,64,137,<20,"2,950",<20,<20,<20,<20,<20,<20,75,43
20570,Ballarat (C),24,33,"11,466",211,"3,182",135,"1,380",998,<20,"5,314","7,956","6,609","9,183","3,401","3,532",464,"1,471",51,"21,049",43,<20,38,45,146,<20,898,"1,619"
20660,Banyule (C),<20,<20,"12,999",236,"2,915",127,864,"2,253",<20,"3,762","6,016","5,397","7,609","3,107","2,622",350,773,34,"19,440",44,33,30,21,131,<20,310,"1,399"
20740,Bass Coast (S),<20,<20,"5,738",28,963,23,344,726,<20,"1,662","2,504","2,020","2,490",685,"1,265",184,460,20,"8,804",21,<20,<20,22,53,<20,185,130
20830,Baw Baw (S),<20,<20,"5,791",47,"1,292",65,450,770,<20,"1,835","3,615","3,032","3,200","1,007","1,314",187,560,21,"9,356",<20,<20,<20,<20,62,<20,238,230
20910,Bayside (C),<20,<20,"7,777",104,"1,364",46,296,"2,862",<20,"1,686","2,511","2,248","3,154","1,305","1,067",82,293,<20,"10,499",<20,<20,<20,<20,62,<20,88,568
21010,Benalla (RC),<20,<20,"2,277",<20,479,20,191,277,<20,806,"1,110",936,"1,039",274,461,59,209,<20,"3,746",<20,<20,<20,<20,26,<20,93,61
21110,Boroondara (C),<20,<20,"10,235",308,"2,137",78,394,"4,677",<20,"2,280","3,855","3,477","6,694","3,279","1,754",139,243,<20,"13,751",23,33,<20,<20,80,<20,128,"1,915"
21180,Brimbank (C),24,<20,"19,474",416,"8,115",296,"3,647",874,21,"8,008","16,613","14,595","20,928","5,993","10,232","1,495","2,851",191,"38,395",71,122,160,153,395,<20,"1,111","2,882"
21270,Buloke (S),<20,<20,"1,121",<20,237,<20,110,184,<20,352,454,331,412,132,176,25,45,<20,"1,716",<20,<20,<20,<20,<20,<20,26,39
21370,Campaspe (S),<20,33,"5,763",23,"1,248",36,480,669,<20,"1,815","3,123","2,478","2,745",745,"1,183",167,572,<20,"9,215",<20,<20,23,28,53,<20,232,180
21450,Cardinia (S),<20,<20,"6,685",87,"1,989",116,645,705,<20,"2,230","7,567","6,525","5,917","1,568","2,155",405,"1,218",24,"11,770",32,<20,<20,<20,78,<20,391,493
21610,Casey (C),<20,36,"19,812",339,"7,565",296,"3,147","1,383",39,"8,916","25,820","21,718","22,360","6,270","8,075","1,809","3,127",94,"38,732",95,98,69,52,330,<20,"1,414","2,628"
21670,Central Goldfields (S),<20,<20,"2,879",<20,662,<20,326,142,<20,"1,183","1,117",903,"1,347",367,613,92,201,<20,"4,899",<20,<20,<20,<20,41,<20,143,55
21750,Colac-Otway (S),<20,<20,"2,897",<20,555,25,203,405,<20,"1,109","1,711","1,323","1,745",554,680,87,246,<20,"4,737",<20,<20,<20,<20,33,<20,171,91
21830,Corangamite (S),<20,<20,"2,179",<20,470,<20,159,359,<20,724,"1,257",925,"1,173",423,411,95,151,<20,"3,454",<20,<20,<20,<20,32,<20,55,80
21890,Darebin (C),46,42,"16,443",618,"4,564",124,"1,570","1,184",<20,"6,020","7,621","6,801","10,990","4,064","4,911",531,968,59,"26,658",52,36,98,47,112,<20,522,"1,923"
22110,East Gippsland (S),<20,40,"8,154",43,"1,636",46,678,961,<20,"2,685","3,424","2,787","3,938","1,039","1,891",264,597,49,"12,928",<20,<20,23,25,75,<20,340,198
22170,Frankston (C),<20,23,"14,136",211,"3,436",148,"1,270","1,096",<20,"5,849","11,504","10,077","10,205","2,731","4,926",546,"2,042",41,"25,698",61,<20,<20,24,176,<20,828,"1,046"
22250,Gannawarra (S),<20,<20,"1,952",<20,332,<20,150,206,<20,558,853,632,743,198,282,51,116,<20,"2,911",<20,<20,<20,<20,<20,<20,49,42
22310,Glen Eira (C),<20,<20,"12,037",222,"2,642",80,615,"2,504",<20,"3,028","5,079","4,410","6,455","2,422","2,193",281,391,21,"16,991",29,46,21,<20,101,<20,201,"1,229"
22410,Glenelg (S),<20,20,"2,744",<20,698,23,318,282,<20,"1,091","1,463","1,307","1,476",409,811,100,229,<20,"4,856",<20,<20,<20,<20,31,<20,137,82
22490,Golden Plains (S),<20,<20,"1,680",20,595,27,245,207,<20,680,"1,652","1,322","1,353",414,482,68,149,<20,"2,987",<20,<20,<20,<20,<20,<20,68,105
22620,Greater Bendigo (C),28,47,"12,854",222,"3,473",134,"1,473","1,076",<20,"5,623","8,940","7,431","9,440","3,293","3,735",548,"1,737",56,"23,305",38,<20,45,62,140,<20,791,"1,547"
22670,Greater Dandenong (C),<20,<20,"16,888",250,"5,051",195,"2,598",749,25,"7,702","13,340","11,476","16,546","4,659","7,289","1,503","1,701",130,"31,966",55,137,72,57,326,<20,925,"2,326"
22750,Greater Geelong (C),25,57,"28,942",376,"7,160",327,"2,687","2,638",21,"9,510","15,931","13,783","18,110","6,061","7,999",855,"2,725",140,"47,523",100,<20,66,62,325,<20,"1,411","2,561"
22830,Greater Shepparton (C),41,93,"7,307",44,"2,162",86,939,749,<20,"3,536","5,822","4,701","5,642","1,244","2,585",469,"1,077",<20,"13,799",<20,<20,25,35,65,<20,570,484
22910,Hepburn (S),<20,<20,"2,278",<20,426,25,197,200,<20,863,"1,182",992,"1,264",354,539,85,183,<20,"3,724",<20,<20,<20,<20,37,<20,79,58
22980,Hindmarsh (S),<20,<20,967,<20,180,<20,94,177,<20,348,399,302,427,153,191,<20,54,<20,"1,579",<20,<20,<20,<20,<20,<20,29,28
23110,Hobsons Bay (C),<20,<20,"9,366",139,"2,590",83,"1,022",842,<20,"3,025","5,105","4,676","6,052","1,773","2,783",419,714,51,"15,363",28,24,39,34,131,<20,361,739
23190,Horsham (RC),<20,<20,"2,625",<20,552,33,187,431,<20,992,"1,574","1,216","1,452",468,566,104,240,<20,"4,323",<20,<20,<20,<20,23,<20,119,111
23270,Hume (C),24,25,"14,477",216,"8,506",373,"4,734",804,<20,"8,336","18,255","16,129","18,875","4,518","8,102","2,238","2,388",92,"32,890",76,49,132,98,235,<20,"1,171","2,215"
23350,Indigo (S),<20,<20,"2,069",<20,378,<20,132,301,<20,502,"1,135",868,875,218,405,62,131,<20,"3,022",<20,<20,<20,<20,<20,<20,51,75
23430,Kingston (C),<20,<20,"17,584",216,"3,337",102,"1,039","2,119",<20,"4,464","8,306","7,191","8,086","2,919","3,185",302,867,50,"25,511",45,39,35,21,203,<20,340,"1,138"
23670,Knox (C),<20,<20,"15,992",196,"3,540",138,"1,038","1,496",<20,"4,280","10,254","8,856","10,116","3,604","3,591",416,"1,172",54,"24,144",53,48,25,22,198,<20,493,"1,324"
23810,Latrobe (C),<20,43,"9,614",69,"2,873",142,"1,201",652,<20,"4,743","5,965","5,412","6,677","1,577","3,446",402,"1,422",60,"18,568",36,<20,32,52,112,<20,781,480
23940,Loddon (S),<20,<20,"1,322",<20,313,<20,166,158,<20,566,598,456,597,145,296,42,71,<20,"2,263",<20,<20,<20,<20,<20,<20,39,31
24130,Macedon Ranges (S),<20,<20,"4,174",36,920,57,284,673,<20,"1,123","2,612","2,272","2,416",827,861,83,337,<20,"6,298",<20,<20,<20,<20,39,<20,140,228
24210,Manningham (C),<20,<20,"13,917",155,"2,696",81,719,"3,828",<20,"2,024","5,068","4,341","6,487","2,705","1,943",268,344,39,"17,831",26,66,22,<20,132,<20,160,"1,056"
24250,Mansfield (S),<20,<20,"1,199",<20,160,<20,65,160,<20,273,517,409,452,130,228,<20,67,<20,"1,719",<20,<20,<20,<20,<20,<20,<20,<20
24330,Maribyrnong (C),<20,<20,"6,040",352,"1,853",50,768,305,<20,"2,803","4,273","3,894","7,156","2,511","3,552",395,630,44,"11,624",22,47,31,<20,135,<20,383,"1,306"
24410,Maroondah (C),<20,<20,"11,748",169,"2,145",112,620,"1,501",<20,"3,446","6,928","6,078","6,977","2,302","2,774",492,810,27,"17,932",44,<20,<20,<20,108,<20,363,810
24600,Melbourne (C),43,<20,"2,999",470,629,<20,273,823,<20,"2,138","2,321","2,147","6,029","3,111","2,302",203,335,<20,"6,282",<20,33,<20,<20,71,<20,206,"2,108"
24650,Melton (C),<20,<20,"7,008",106,"4,198",232,"1,735",334,<20,"4,129","11,955","10,400","10,145","2,366","4,099",834,"2,000",56,"16,754",71,33,47,68,171,<20,724,904
24780,Mildura (RC),30,76,"6,844",36,"2,025",72,866,573,<20,"3,174","4,989","4,048","4,986","1,018","2,337",383,946,24,"12,675",29,<20,25,25,74,<20,501,331
24850,Mitchell (S),<20,<20,"3,488",31,"1,102",48,414,308,<20,"1,461","3,207","2,772","2,645",622,"1,176",165,550,20,"6,439",34,<20,<20,<20,43,<20,209,187
24900,Moira (S),<20,<20,"5,052",<20,"1,060",29,448,479,<20,"1,487","2,419","1,889","2,106",529,971,141,407,<20,"7,822",<20,<20,<20,<20,35,<20,141,125
24970,Monash (C),<20,<20,"20,510",285,"3,803",112,"1,087","3,944",<20,"3,979","8,412","7,225","10,557","4,674","3,133",413,627,74,"27,707",36,117,58,<20,216,<20,318,"2,095"
25060,Moonee Valley (C),<20,<20,"12,780",267,"3,175",80,998,"1,632",<20,"2,990","4,621","4,143","6,725","2,605","2,813",299,671,40,"18,505",23,23,39,<20,106,<20,253,"1,243"
25150,Moorabool (S),<20,<20,"2,963",28,928,33,379,310,<20,"1,072","2,385","2,046","2,080",608,822,98,379,<20,"5,165",<20,<20,<20,<20,50,<20,150,167
25250,Moreland (C),31,<20,"18,048",645,"5,423",138,"2,032","1,191",<20,"5,818","8,252","7,409","12,230","4,430","5,183",765,955,66,"28,586",37,34,111,69,146,<20,533,"2,313"
25340,Mornington Peninsula (S),<20,27,"22,898",167,"3,699",116,"1,241","3,405",<20,"5,360","10,173","8,625","9,119","2,728","4,005",483,"1,625",51,"33,083",80,<20,29,33,199,<20,600,757
25430,Mount Alexander (S),<20,<20,"2,840",35,436,<20,189,342,<20,"1,011","1,420","1,162","1,442",427,699,103,171,<20,"4,514",<20,<20,<20,<20,29,<20,64,74
25490,Moyne (S),<20,<20,"1,730",<20,412,<20,148,350,<20,518,"1,281",957,"1,184",426,400,78,152,<20,"2,764",<20,<20,<20,<20,21,<20,49,97
25620,Murrindindi (S),<20,<20,"1,958",<20,347,<20,131,282,<20,628,"1,000",810,857,236,406,63,117,<20,"3,032",<20,<20,<20,<20,26,<20,49,42
25710,Nillumbik (S),<20,<20,"3,810",87,"1,039",61,221,"1,037",<20,975,"2,834","2,470","3,062","1,331",857,78,254,<20,"5,610",<20,<20,<20,<20,46,<20,97,423
25810,Northern Grampians (S),<20,<20,"1,946",<20,435,<20,187,197,<20,914,916,745,875,255,419,52,157,<20,"3,423",<20,<20,<20,<20,25,<20,75,32
25900,Port Phillip (C),<20,<20,"5,692",291,"1,244",<20,390,"1,273",<20,"3,484","2,435","2,259","4,695","1,594","2,596",140,380,<20,"10,702",28,25,<20,<20,84,<20,210,835
25990,Pyrenees (S),<20,<20,"1,253",<20,307,<20,157,114,<20,497,562,442,624,181,284,40,71,<20,"2,103",<20,<20,<20,<20,<20,<20,28,31
26080,Queenscliffe (B),<20,<20,575,<20,84,<20,25,173,<20,69,132,107,153,60,56,<20,21,<20,715,<20,<20,<20,<20,<20,<20,<20,<20
26170,South Gippsland (S),<20,<20,"4,033",<20,717,26,245,787,<20,"1,144","2,120","1,711","1,941",637,797,112,284,<20,"6,143",<20,<20,<20,<20,36,<20,115,119
26260,Southern Grampians (S),<20,<20,"2,313",<20,407,<20,173,345,<20,680,"1,258",930,"1,283",463,516,63,158,<20,"3,585",<20,<20,<20,<20,27,<20,115,85
26350,Stonnington (C),<20,<20,"6,154",257,"1,225",26,310,"2,007",<20,"1,882","1,727","1,649","3,990","1,765","1,687",76,242,<20,"9,145",<20,22,<20,<20,70,<20,125,"1,068"
26430,Strathbogie (S),<20,<20,"1,788",<20,359,<20,139,259,<20,469,695,552,635,175,290,48,107,<20,"2,653",<20,<20,<20,<20,<20,<20,39,39
26490,Surf Coast (S),<20,<20,"2,610",53,490,22,149,604,<20,618,"1,713","1,406","1,687",694,592,77,193,<20,"3,835",<20,<20,<20,<20,27,<20,61,210
26610,Swan Hill (RC),<20,26,"2,627",<20,652,32,275,317,<20,"1,058","1,829","1,444","1,728",410,716,126,355,<20,"4,543",<20,<20,<20,<20,<20,<20,135,75
26670,Towong (S),<20,<20,917,<20,161,<20,58,186,<20,247,428,311,374,85,182,31,54,<20,"1,361",<20,<20,<20,<20,<20,<20,20,21
26700,Wangaratta (RC),<20,<20,"4,143",22,849,38,303,482,<20,"1,259","2,263","1,745","1,988",590,844,138,361,<20,"6,551",<20,<20,<20,<20,52,<20,161,164
26730,Warrnambool (C),<20,27,"4,090",61,899,43,301,428,<20,"1,422","2,603","2,107","2,824","1,125","1,116",155,448,20,"6,897",<20,<20,<20,<20,61,<20,244,394
26810,Wellington (S),<20,<20,"5,602",22,"1,466",64,589,602,<20,"2,073","3,154","2,684","3,217",997,"1,373",214,520,29,"9,509",<20,<20,<20,<20,55,<20,248,185
26890,West Wimmera (S),<20,<20,654,<20,106,<20,41,113,<20,182,289,212,220,59,95,<20,30,<20,955,<20,<20,<20,<20,<20,<20,<20,20
26980,Whitehorse (C),<20,<20,"18,141",308,"2,996",117,774,"3,273",<20,"3,739","7,132","6,356","9,338","4,055","2,858",361,551,42,"24,531",25,96,29,<20,167,<20,284,"1,785"
27070,Whittlesea (C),21,29,"15,815",242,"7,067",215,"2,868",886,<20,"7,162","15,425","13,195","14,214","4,271","5,395","1,182","2,026",102,"30,087",67,58,126,89,165,<20,836,"1,923"
27170,Wodonga (RC),<20,<20,"3,751",44,"1,191",48,448,299,<20,"1,598","3,342","2,836","2,868",630,"1,333",141,756,<20,"7,111",<20,<20,<20,<20,45,<20,293,296
27260,Wyndham (C),21,33,"9,937",289,"4,809",246,"1,818",786,37,"4,552","18,179","16,032","15,840","3,636","5,916","1,399","2,679",49,"21,319",79,56,42,55,201,<20,"1,061","1,405"
27350,Yarra (C),<20,<20,"5,116",503,"1,276",34,570,810,<20,"3,010","2,651","2,490","5,772","2,520","2,805",259,594,<20,"10,200",<20,49,<20,<20,91,<20,230,"1,428"
27450,Yarra Ranges (S),<20,34,"14,678",210,"3,307",156,956,"1,612",<20,"4,889","11,126","9,353","9,443","3,080","3,530",457,"1,418",61,"23,819",59,<20,21,36,193,<20,516,980
27630,Yarriambiack (S),<20,<20,"1,180",<20,299,<20,140,204,<20,514,507,401,441,128,190,38,73,<20,"2,000",<20,<20,<20,<20,<20,<20,29,34
29399,Unincorporated Vic,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,53,42,26,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,<20
30250,Aurukun (S),<20,56,47,<20,27,<20,20,<20,<20,60,82,72,352,<20,253,52,44,<20,206,<20,<20,<20,<20,<20,<20,25,<20
30300,Balonne (S),<20,34,381,<20,92,<20,39,84,<20,159,442,361,352,33,168,23,108,<20,727,<20,<20,<20,<20,<20,<20,40,<20
30370,Banana (S),<20,<20,"1,081",<20,242,<20,73,283,<20,345,856,872,571,69,254,43,151,<20,"1,764",<20,<20,<20,<20,<20,<20,43,<20
30410,Barcaldine (R),<20,<20,343,<20,47,<20,<20,39,<20,67,237,205,135,<20,63,<20,43,<20,503,<20,<20,<20,<20,<20,<20,<20,<20
30450,Barcoo (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20
30760,Blackall Tambo (R),<20,<20,264,<20,53,<20,26,27,<20,89,151,115,72,<20,35,<20,29,<20,433,<20,<20,<20,<20,<20,<20,<20,<20
30900,Boulia (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,36,35,54,<20,39,<20,<20,<20,50,<20,<20,<20,<20,<20,<20,<20,<20
31000,Brisbane (C),419,371,"81,089","2,586","16,455",628,"5,309","13,629",71,"28,388","52,875","46,940","57,689","17,139","25,039","2,916","7,443",221,"131,722",299,190,144,140,935,<20,"4,191","13,238"
31750,Bulloo (S),<20,<20,23,<20,<20,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,<20
31820,Bundaberg (R),30,126,"14,953",127,"4,235",110,"1,903","1,096",<20,"5,509","7,729","6,629","7,834","1,112","4,495",598,"1,620",107,"26,003",36,<20,75,109,178,<20,977,326
31900,Burdekin (S),<20,37,"2,214",<20,453,<20,190,350,<20,664,"1,151",990,911,92,552,76,270,<20,"3,568",<20,<20,<20,<20,<20,<20,86,22
31950,Burke (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,62,58,33,<20,25,<20,<20,<20,28,<20,<20,<20,<20,<20,<20,<20,<20
32070,Cairns (R),248,687,"12,476",321,"3,341",136,"1,372","1,541",<20,"6,331","14,863","12,910","13,849","1,536","7,591","1,140","3,490",29,"26,116",78,<20,30,35,210,<20,"1,340",722
32250,Carpentaria (S),<20,36,158,<20,32,<20,<20,<20,<20,93,179,168,246,<20,152,23,55,<20,353,<20,<20,<20,<20,<20,<20,29,<20
32260,Cassowary Coast (R),28,122,"3,393",<20,764,27,350,551,<20,"1,308","2,317","1,948","1,970",196,"1,228",174,521,<20,"6,113",<20,<20,<20,24,39,<20,198,52
32270,Central Highlands (R),<20,29,"1,033",<20,377,<20,127,159,<20,481,"1,445","1,581","1,039",94,497,64,269,<20,"2,079",<20,<20,<20,<20,<20,<20,92,25
32310,Charters Towers (R),<20,55,"1,449",<20,314,<20,149,125,<20,530,916,850,858,54,512,76,224,<20,"2,489",<20,<20,<20,<20,<20,<20,120,<20
32330,Cherbourg (S),<20,50,46,<20,33,<20,31,<20,<20,118,141,122,267,<20,160,<20,114,<20,341,<20,<20,<20,<20,<20,<20,68,<20
32450,Cloncurry (S),<20,24,146,<20,32,<20,<20,<20,<20,76,185,190,226,<20,133,<20,66,<20,320,<20,<20,<20,<20,<20,<20,25,<20
32500,Cook (S),<20,55,408,<20,83,<20,50,35,<20,264,388,347,536,28,371,48,94,<20,881,<20,<20,<20,<20,<20,<20,50,<20
32600,Croydon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,45,<20,21,<20,<20,<20,34,<20,<20,<20,<20,<20,<20,<20,<20
32750,Diamantina (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
32770,Doomadgee (S),<20,29,27,<20,<20,<20,<20,<20,<20,47,194,176,298,<20,162,65,56,<20,162,<20,<20,<20,<20,<20,<20,<20,<20
33100,Etheridge (S),<20,<20,77,<20,<20,<20,<20,<20,<20,32,56,49,50,<20,31,<20,<20,<20,131,<20,<20,<20,<20,<20,<20,<20,<20
33200,Flinders (S),<20,<20,166,<20,33,<20,<20,32,<20,63,131,108,121,<20,75,<20,25,<20,284,<20,<20,<20,<20,<20,<20,<20,<20
33220,Fraser Coast (R),39,139,"17,821",167,"5,414",110,"2,570","1,081",<20,"7,533","8,751","7,627","8,588","1,383","4,872",749,"1,846",141,"32,046",49,<20,74,89,196,<20,"1,073",355
33360,Gladstone (R),<20,51,"3,820",<20,"1,170",47,396,424,<20,"1,607","2,898","3,317","2,561",248,"1,430",173,653,<20,"7,085",21,<20,<20,23,52,<20,240,70
33430,Gold Coast (C),148,146,"53,874","1,410","12,351",387,"4,878","6,589",<20,"16,120","40,421","34,143","37,047","7,072","18,552","2,275","6,727",190,"88,944",231,63,121,109,780,<20,"3,016","4,788"
33610,Goondiwindi (R),<20,<20,"1,087",<20,295,<20,117,203,<20,440,908,748,612,83,236,39,175,<20,"1,914",<20,<20,<20,<20,<20,<20,60,<20
33620,Gympie (R),<20,45,"7,264",58,"2,184",48,"1,109",617,<20,"3,755","4,352","3,737","4,120",587,"2,193",406,866,64,"13,895",25,<20,38,59,87,<20,478,159
33800,Hinchinbrook (S),<20,24,"1,894",<20,350,<20,127,287,<20,498,700,564,713,88,461,53,109,<20,"2,791",<20,<20,<20,<20,21,<20,80,21
33830,Hope Vale (S),<20,35,37,<20,<20,<20,<20,<20,<20,43,107,94,227,<20,164,26,34,<20,140,<20,<20,<20,<20,<20,<20,30,<20
33960,Ipswich (C),104,237,"13,779",315,"5,232",255,"2,135",841,<20,"8,715","18,415","16,316","14,059","1,957","6,449","1,199","4,000",55,"31,430",92,<20,44,92,148,<20,"1,666","1,114"
33980,Isaac (R),<20,<20,467,<20,176,<20,36,99,<20,208,660,897,479,44,226,30,147,<20,942,<20,<20,<20,<20,<20,<20,48,<20
34420,Kowanyama (S),<20,61,41,<20,26,<20,23,<20,<20,73,65,57,249,<20,163,29,54,<20,214,<20,<20,<20,<20,<20,<20,33,<20
34570,Lockhart River (S),<20,28,22,<20,<20,<20,<20,<20,<20,27,31,27,154,<20,104,<20,22,<20,103,<20,<20,<20,<20,<20,<20,<20,<20
34580,Lockyer Valley (R),<20,33,"3,984",49,"1,351",25,607,343,<20,"2,094","3,315","2,824","2,768",557,"1,246",218,661,25,"7,938",29,<20,<20,52,36,<20,273,331
34590,Logan (C),101,239,"23,521",467,"7,967",292,"3,390","1,297",24,"12,471","28,992","24,702","23,478","3,444","10,642","1,997","5,817",133,"49,273",147,77,106,135,362,<20,"2,679","1,939"
34710,Longreach (R),<20,<20,291,<20,57,<20,21,52,<20,98,304,242,184,25,84,<20,59,<20,504,<20,<20,<20,<20,<20,<20,21,<20
34770,Mackay (R),22,136,"8,774",46,"2,234",76,822,"1,282",<20,"2,797","5,966","6,090","5,005",603,"2,607",282,"1,353",40,"14,762",45,<20,34,47,120,<20,558,182
34800,McKinlay (S),<20,<20,39,<20,<20,<20,<20,<20,<20,<20,43,31,27,<20,<20,<20,<20,<20,58,<20,<20,<20,<20,<20,<20,<20,<20
34830,Mapoon (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,25,<20,<20,<20,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,<20
34860,Maranoa (R),<20,20,919,<20,210,<20,96,270,<20,371,855,691,525,71,200,48,145,<20,"1,606",<20,<20,<20,<20,<20,<20,38,<20
35010,Moreton Bay (R),115,258,"41,117",596,"11,604",388,"4,257","3,464",24,"15,220","33,342","29,107","26,132","4,404","12,332","2,006","6,423",185,"72,894",166,36,144,169,515,<20,"2,830","1,997"
35250,Mornington (S),<20,33,46,<20,<20,<20,<20,<20,<20,42,72,63,270,<20,180,38,53,<20,181,<20,<20,<20,<20,<20,<20,<20,<20
35300,Mount Isa (C),21,116,848,<20,213,<20,85,67,<20,463,"1,351","1,421","1,380",54,806,96,418,<20,"1,960",<20,<20,<20,<20,<20,<20,172,<20
35600,Murweh (S),<20,23,473,<20,84,<20,31,61,<20,156,383,296,289,39,118,33,74,<20,758,<20,<20,<20,<20,<20,<20,29,<20
35670,Napranum (S),<20,<20,33,<20,22,<20,<20,<20,<20,55,57,63,234,<20,163,22,33,<20,169,<20,<20,<20,<20,<20,<20,24,<20
35760,North Burnett (R),<20,<20,"1,490",<20,336,<20,137,282,<20,575,821,673,761,114,353,59,135,<20,"2,482",<20,<20,<20,<20,<20,<20,57,<20
35780,Northern Peninsula Area (R),<20,104,72,<20,<20,<20,<20,<20,<20,47,368,328,403,<20,199,75,119,<20,283,<20,<20,<20,<20,<20,<20,46,<20
35790,Palm Island (S),<20,66,48,<20,33,<20,30,<20,<20,138,177,159,676,<20,349,53,107,<20,375,<20,<20,<20,<20,<20,<20,132,<20
35800,Paroo (S),<20,25,190,<20,42,<20,25,30,<20,130,155,135,166,<20,100,<20,51,<20,419,<20,<20,<20,<20,<20,<20,25,<20
36070,Pormpuraaw (S),<20,35,28,<20,<20,<20,<20,<20,<20,38,42,37,189,<20,144,<20,25,<20,121,<20,<20,<20,<20,<20,<20,<20,<20
36150,Quilpie (S),<20,<20,63,<20,<20,<20,<20,28,<20,24,52,38,34,<20,<20,<20,<20,<20,102,<20,<20,<20,<20,<20,<20,<20,<20
36250,Redland (C),27,66,"15,859",182,"3,577",120,"1,208","1,796",<20,"4,525","9,298","7,954","7,259","1,549","3,281",418,"1,571",57,"24,735",52,21,47,52,163,<20,599,673
36300,Richmond (S),<20,<20,68,<20,<20,<20,<20,<20,<20,<20,61,47,43,<20,21,<20,<20,<20,107,<20,<20,<20,<20,<20,<20,<20,<20
36360,Rockhampton (R),67,251,"12,127",95,"2,977",116,"1,049","1,065",<20,"4,807","7,777","7,204","7,088",920,"3,712",533,"1,854",76,"21,317",60,<20,31,60,133,<20,855,308
36510,Scenic Rim (R),<20,27,"4,836",62,"1,253",36,503,721,<20,"1,641","3,024","2,549","2,427",393,"1,302",196,571,24,"8,107",<20,<20,<20,21,46,<20,185,123
36580,Somerset (R),<20,27,"2,905",22,959,29,427,268,<20,"1,606","2,004","1,746","1,591",201,889,157,465,21,"5,889",<20,<20,25,44,24,<20,168,57
36630,South Burnett (R),<20,57,"5,033",30,"1,604",25,783,436,<20,"2,453","2,915","2,547","2,581",357,"1,287",290,579,32,"9,413",<20,<20,27,44,57,<20,309,65
36660,Southern Downs (R),<20,42,"5,366",32,"1,288",24,525,591,<20,"2,082","3,202","2,595","2,618",478,"1,211",253,577,29,"9,144",20,<20,24,30,49,<20,276,110
36710,Sunshine Coast (R),83,134,"43,300",818,"8,868",210,"3,230","5,779",<20,"12,060","24,732","20,648","22,190","4,626","11,233","1,461","3,936",157,"67,758",169,24,92,108,569,<20,"1,946","2,133"
36810,Tablelands (R),41,179,"6,344",53,"1,143",27,518,819,<20,"2,222","3,823","3,259","3,863",391,"2,423",332,875,27,"10,817",<20,<20,24,41,71,<20,422,103
36910,Toowoomba (R),85,205,"17,948",237,"4,070",110,"1,489","2,292",<20,"6,853","12,078","10,305","8,664","1,759","3,531",746,"2,292",47,"30,487",47,<20,58,75,156,<20,926,798
36950,Torres (S),40,108,116,<20,48,<20,33,<20,<20,86,444,382,381,<20,169,53,89,<20,358,<20,<20,<20,<20,<20,<20,56,<20
36960,Torres Strait Island (R),84,287,179,<20,57,<20,45,<20,<20,72,582,501,809,<20,341,134,192,<20,554,<20,<20,<20,<20,<20,<20,72,<20
